"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.7,0.89,5.84,318.42,0.71,9.4,0.89,0.77,6.71,1.35,0.91,0.98,0.7,0.14,22.66,NA,0
