"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.84,8.05,568.68,131.24,0.63,6.82,5.58,1.89,412.44,2.26,0.76,1.57,0.32,0.2,3.44,NA,1
