"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic","V2"
"1",0.657324,7.39202,668.896,364.338,8.37881,246.489,0.983407,3.3161,502.503,1e-08,3.94022,1.77379,4.20596,0.0608309,1.02,NA,1,1
