"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.68,8.26,313.31,684.79,1.87,0.21,3.41,0.66,575.67,3.73,1.32,3.86,4.55,0.66,3.05,NA,1
