"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic","V2"
"1",0.662324,7.2788,672.481,356.404,8.61588,274.823,1.89007,3.28809,518.617,0.369737,3.87654,1.72279,4.19392,0.0590631,1.016,NA,1,1
