"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.62,0.6,0.43,405.07,0.18,4.46,0.25,0.02,7.45,2.09,1.54,0.38,0.83,0.52,15.16,NA,0
