"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.682324,9.32342,686.82,499.671,8.25678,388.156,3.01674,3.79401,532.294,0.420156,3.92797,1.51879,4.14574,0.0519922,1,NA,1
