"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.76,0.53,8.68,677.61,0.5,7.19,0.45,0.39,3.73,1.69,2.42,0.71,0.78,0.67,27.21,NA,1
