0.501622 , 5.79643 , 603.786 , 23.9608 , 8.90455 , 0.687957 , 3.01674 , 6.69006 , 0.314609 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 23.9608 , 8.90455 , 0.687957 , 3.01674 , 6.69006 , 0.314609 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 675.947 , 23.9608 , 8.90455 , 0.687957 , 3.01674 , 6.69006 , 0.314609 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 8.90455 , 0.687957 , 3.01674 , 6.69006 , 0.314609 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 6.69006 , 0.314609 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 1.20392 , 3.01674 , 6.69006 , 0.314609 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.314609 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 5.51674 , 9.19006 , 0.550566 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.190759 , 3.9 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.109005 , 3.975 , 0.593445 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.109005 , 3.9 , 1.03853 , 3.01949 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.109005 , 3.9 , 0.593445 , 4.14449 , 0.267894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.517894 , 6.01291 , 
0.501622 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.517894 , 10.5226 , 
0.502838 , 8.29393 , 603.786 , 41.9314 , 9.72614 , 0.687957 , 3.01674 , 9.19006 , 0.550566 , 0.109005 , 3.9 , 0.593445 , 3.01949 , 0.517894 , 10.5226 , 
0.501784 , 7.96093 , 613.407 , 34.7432 , 9.28796 , 0.756753 , 3.35007 , 7.19006 , 0.330339 , 0.119905 , 3.91 , 0.652789 , 1.89449 , 0.367894 , 7.21549 , 
0.501865 , 7.79443 , 618.218 , 31.149 , 9.06887 , 0.791151 , 3.51674 , 6.19006 , 0.220226 , 0.125356 , 3.915 , 0.682462 , 0.76949 , 0.417894 , 7.81678 , 
0.501806 , 7.91653 , 614.69 , 33.7847 , 9.22953 , 0.181162 , 3.39452 , 9.75673 , 0.568394 , 0.121359 , 3.91133 , 0.660702 , 2.86949 , 0.381227 , 7.37584 , 
0.50183 , 7.86621 , 534.362 , 53.0652 , 10 , 0.629557 , 3.44489 , 10 , 0.602232 , 0.123006 , 3.91284 , 0.66967 , 2.84949 , 0.396338 , 7.55756 , 
0.501858 , 10 , 597.266 , 56.9458 , 10 , 0.62177 , 3.50197 , 10 , 0.640581 , 0.124873 , 3.91456 , 0.679833 , 2.82682 , 0.413464 , 7.76351 , 
0.50189 , 8.36966 , 596.397 , 40.9771 , 9.45544 , 0.612946 , 3.56667 , 10 , 0.684044 , 0.126989 , 3.9165 , 0.691351 , 2.80113 , 0.432874 , 7.99693 , 
0.501925 , 8.37975 , 595.412 , 40.8498 , 10 , 0.602944 , 3.64 , 10 , 0.733302 , 0.129386 , 3.9187 , 0.704406 , 2.77202 , 0.454871 , 8.26146 , 
0.501966 , 8.3912 , 594.295 , 61.0723 , 10 , 0.591609 , 3.7231 , 10 , 0.789128 , 0.132104 , 3.92119 , 0.7192 , 2.73902 , 0.479801 , 8.56127 , 
0.502012 , 8.40417 , 593.03 , 45.6538 , 9.71147 , 0.578763 , 3.81728 , 9.53891 , 0.584979 , 0.135184 , 3.83902 , 0.735968 , 2.70163 , 0.508056 , 8.90105 , 
0.502063 , 8.41886 , 591.596 , 46.1502 , 9.70951 , 0.564203 , 3.92402 , 9.58542 , 0.589568 , 0.0460201 , 3.90588 , 0.754971 , 2.65925 , 0.540077 , 9.28614 , 
0.502122 , 8.43552 , 589.97 , 46.7127 , 9.70729 , 0.547703 , 4.04499 , 9.63814 , 0.594768 , 0.119376 , 3.90667 , 0.272079 , 2.61122 , 0.576368 , 9.72257 , 
0.502189 , 8.4544 , 588.128 , 47.3502 , 9.70478 , 0.529002 , 4.18209 , 9.69788 , 0.86808 , 0.120759 , 3.90756 , 0.674314 , 2.55678 , 0.617498 , 10.2172 , 
0.502265 , 8.4758 , 586.04 , 48.0727 , 9.70193 , 0.507808 , 1.50413 , 9.76559 , 0.674458 , 0.122326 , 3.90857 , 0.685097 , 2.49508 , 0.664112 , 10.7778 , 
