"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.76,3.45,329.04,207.23,4.14,0.3,1.21,78.25,316.74,2.59,1.02,4.18,3.58,0.08,19.14,NA,1
