"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.85,0.33,8.32,462.65,0.61,6.72,0.24,0.34,2.64,0.41,2.95,0.47,0.77,0.48,1.37,NA,1
