"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.8,0.01,8.48,477.91,0.97,2.64,0.01,0.38,2.05,1.86,1.03,0.33,0.38,0.95,9.08,NA,0
