"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.88,1.18,47.47,35.59,8.45,7.31,603.07,4.22,35.95,0.6,2.46,3.24,4.21,0.24,16.53,NA,0
