"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.8,9.03,222.45,560.52,5.98,4.83,6.07,65.8,365.83,1.85,3.71,4.49,0.46,0.49,9.03,NA,1
