"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.86,5.96,428.73,573.63,6.2,0.15,6.44,1.97,385.05,2.69,0.75,3.11,3.63,0.81,4.17,NA,1
