"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.77,0.62,9.46,71.64,0.82,3.25,0.62,0.58,9.56,0.41,2.64,0.97,0.35,0.97,12.61,NA,0
