"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.93,9.78,618.04,20.58,7.41,5.52,6.75,33,483.09,0.47,0.83,1.19,3.22,0.22,24.2,NA,0
