"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.67,4.72,516.22,311.17,7.44,3.87,0.25,1.5,10.12,3.19,3.25,3.74,0.51,0.19,4.8,NA,1
