"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic","V2"
"1",0.557324,7.15892,676.276,348.004,8.86691,304.823,2.85007,3.25843,535.679,0.462172,3.93517,1.66879,4.18117,0.0571914,0.35,NA,1,1
