z,n,ni
2.453330315908643,1911.1266220122461,0.00834437322958904
2.44800669319434,1911.2123816192498,0.008329497935501962
2.442707333984342,1911.3245288955427,0.008299769149509289
2.437382953105581,1911.4102955894334,0.008284915668837912
2.4320827278962938,1911.5224518873001,0.008255230560322012
2.4267820427073965,1911.6346132043836,0.008225574626620002
2.421456497513852,1911.7203909884888,0.008210757614512516
2.4161549462178282,1911.832561327979,0.008181145528271679
2.410828642706367,1911.9183462000792,0.008166350465569752
2.405526225232966,1912.0305255625155,0.008136782329679343
2.400223347684752,1912.1427099449252,0.0081072435515213
2.394895879622149,1912.228505908964,0.008092485186033
2.389592135788711,1912.3406993151546,0.008062990531229343
2.384263909254713,1912.4265023682965,0.008048254253552161
2.378959299065791,1912.5387047988056,0.00801880382683203
2.373654228706842,1912.6509122500436,0.007989382944029106
2.36832483738532,1912.7367263968524,0.0079746835962957
2.3630189005630293,1912.848942873246,0.007945307117683233
2.357688750616618,1912.934764110264,0.007930629998651679
2.352381947260715,1913.0469896123486,0.007901298030849341
2.3470746836395637,1913.1592201359197,0.007871995796508987
2.3417433686692157,1913.24505246833,0.007857355844353925
2.336435238406583,1913.3572920184283,0.00782809830012759
2.3311031646578364,1913.443131442158,0.00781348072011794
2.325794167683446,1913.5553800193234,0.007784267974567307
2.3204847103485733,1913.6676336187302,0.0077550851554793465
2.315151471339451,1913.753484139576,0.007740504983601127
2.3098411471849376,1913.8657467668845,0.007711367145782722
2.3045071492438907,1913.951604380159,0.007696809492126555
2.2991959581994537,1914.0638760359084,0.007667716746140275
2.293884306699288,1914.1761527146537,0.007638654123177064
2.2885491432614025,1914.2620214267718,0.007624134123354682
2.2832366247634193,1914.374307134793,0.007595116778202244
2.2779007022400615,1914.4601829404473,0.007580619445384541
2.2725873166739694,1914.5724776782838,0.007551647490666223
2.267273470556894,1914.6847774398739,0.007522705859193827
2.2619363823002065,1914.770664346097,0.007508246430492
2.256621669007116,1914.8829731383373,0.00747935037891792
2.251283821511393,1914.9688671392041,0.007464913768795124
2.24596824097199,1915.081184962636,0.0074360634118651615
2.240652199786334,1915.1935078105732,0.007407243582179941
2.235313186320766,1915.279412913737,0.007392845131169381
2.229996277780878,1915.3917447937,0.00736407118918294
2.2246565049226983,1915.4776569926187,0.0073496957111969345
2.21933872895827,1915.5899979051455,0.007320967773840517
2.2140204922523155,1915.7023438429371,0.007292270571614659
2.2086795531877463,1915.788267145878,0.0072779335126000695
2.2033604489493217,1915.9006221170696,0.007249282511759318
2.1980187503385418,1915.9865525168718,0.007234968583174087
2.192698778497331,1916.098916522001,0.007206363902904639
2.1873783458193086,1916.2112855531532,0.0071777901696569975
2.182035480765571,1916.2972270587056,0.00716351492491016
2.1767141803768197,1916.4096051246306,0.0071349877128026404
2.1713705556232576,1916.4955537281533,0.007120735758942317
2.166048387453456,1916.6079408293908,0.007092255189484607
2.1607257583515453,1916.720332957409,0.007063805783070776
2.1553809669184294,1916.8062926684086,0.007049592783078804
2.150057469927511,1916.9186938325713,0.007021190223815556
2.1447119186409416,1917.0046606426536,0.007007000678310899
2.13938755369069,1917.1170708435054,0.006978645090104251
2.1340627277130193,1917.229486071893,0.0069503208852251305
2.1287160095102724,1917.3154639911772,0.006936170568946146
2.1233903154652998,1917.4278882570875,0.006907893543680983
2.1180428372554494,1917.5138732765602,0.00689376684873738
2.1127162750728377,1917.6263065805335,0.006865537129465156
2.107389251767488,1917.738744912798,0.006837339018198935
2.102040606404814,1917.8247410432043,0.006823251833330844
2.096712714853846,1917.9371884143666,0.006795101240800957
2.0913843621224504,1918.0496408142797,0.0067669823989960996
2.08603454946347,1918.1356480566697,0.006752934902600522
2.0807053283784724,1918.248109496319,0.006724863794959328
2.0753547554655287,1918.3341238406813,0.006710840198219788
2.0700246659565753,1918.4465943206037,0.006682816955308394
2.0646941151718594,1918.5590698300332,0.006654825695248124
2.05934237472592,1918.645095288109,0.006640842077140325
2.054010955409252,1918.7575798386492,0.006612898901646012
2.0486584545556568,1918.8436123998063,0.006598939359066136
2.0433261666366773,1918.9561059919945,0.0065710444013953664
2.03799341734659,1919.068604614449,0.006543181663479467
2.0326397487232795,1919.1546482910449,0.006529262395665043
2.0273061307228706,1919.2671559559833,0.00650144809996232
2.021972051293647,1919.3796686516466,0.006473666174577376
2.0166172147571024,1919.4657234447384,0.00645978736973293
2.01128226650954,1919.578245183721,0.006432054113875677
2.0059266693184075,1919.6643070816788,0.0064181996781743755
2.0005908521821376,1919.7768378645242,0.006390515229660429
1.9952545735216893,1919.8893736788505,0.006362863396475966
1.989897808180561,1919.9754466950296,0.006349049730013465
1.9845606605233748,1920.0879915540525,0.006321446936290789
1.9792031343739225,1920.1740716762092,0.006307657824668426
1.9738651176496202,1920.2866255804688,0.0062801042111556085
1.9685266393057659,1920.3991845169667,0.0062525834631959425
1.9631679447695303,1920.4852757590718,0.006238835433596097
1.957828597250519,1920.597843741643,0.006211364102932996
1.9524887880542323,1920.7104167569116,0.006183925796939318
1.9471289249876484,1920.7965191200178,0.006170219048256441
1.9417882465081562,1920.9091011821959,0.00614283039983711
1.936427622386248,1920.995210653068,0.006129148516291155
1.931086074553159,1921.1078017626949,0.0061018096711721115
1.925744064947404,1921.2203979057767,0.006074504109800612
1.9203822720583181,1921.3065184993768,0.0060608638310227034
1.9150393929909062,1921.4191236907443,0.006033608318481445
1.9096768388927121,1921.5052513932185,0.006019993101265957
1.904333090293244,1921.617865633411,0.005992787786487485
1.8989888798257089,1921.7304849078153,0.005965616020233435
1.8936251567234854,1921.8166237347514,0.00595204273875885
1.88828007661582,1921.9292520588149,0.005924921421232981
1.88293453458235,1922.0418854175534,0.005897833820697731
1.8775696423324884,1922.1280353700001,0.005884302685551127
1.8722232305508102,1922.2406777792366,0.005857265788205605
1.8668575768447644,1922.3268348423417,0.005843760043161119
1.861510295244467,1922.4394863026166,0.005816774003390502
1.8561625516229443,1922.5521427983201,0.005789821955084819
1.850795728532364,1922.6383109886672,0.005776358699461713
1.8454471149841303,1922.7509765362454,0.0057494577689489795
1.840098039356922,1922.8636471197128,0.005722591004606699
1.8347300467381753,1922.9498264383549,0.005709170456788367
1.829380101076157,1923.062506074534,0.005682355074160987
1.8240113467541081,1923.1486925056213,0.005668960257146678
1.818660530986856,1923.261381195052,0.00564219641639776
1.8133092530451949,1923.3740749211304,0.005615467026566126
1.8079393289580397,1923.460272482242,0.005602115273294942
1.8025871808030327,1923.5729752624075,0.005575437695367282
1.7972345704158554,1923.6856830796785,0.005548794749675393
1.7918634764199366,1923.7718917718682,0.00553548628679712
1.7865099957112973,1923.8846086440656,0.005508895426964488
1.7811381397649129,1923.970824450488,0.005495613048488494
1.7757837886643744,1924.0835503781504,0.005469074440812465
1.7704289752362135,1924.1962813436771,0.005442570761019392
1.7650559491440827,1924.2825082829065,0.005429332042499952
1.7597002652158924,1924.3952483047349,0.005402880895298261
1.75434411890231,1924.5079933648885,0.00537646486431899
1.7489699225207502,1924.594231437979,0.005363270041182303
1.743612905599001,1924.7069855552718,0.005336906827404246
1.738255426234085,1924.8197447113482,0.005310578921004468
1.7328800594194027,1924.905993919353,0.005297428232198487
1.727521709338176,1925.0187621334067,0.005271153431884765
1.722145580232489,1925.105018458107,0.0052580293398678864
1.7167863593644968,1925.2177957306767,0.005231807821066072
1.711426675957863,1925.330578042789,0.005205621921519811
1.7060493761820126,1925.4168455041336,0.005192542353684043
1.7006888218804561,1925.5296368755987,0.0051664100315908104
1.6953278049824745,1925.6424332870674,0.0051403135275543115
1.6899493343927419,1925.7287118861095,0.0051272787324056325
1.684587446491676,1925.8415173577714,0.0051012361063129475
1.6792082133636694,1925.9278030752957,0.0050882282956510455
1.6738454543890497,1926.0406176076856,0.0050622397300302685
1.668482232722512,1926.1534371808375,0.005036287306968073
1.6631018285435415,1926.239734037792,0.005023324674623463
1.6577377356952752,1926.3525626725107,0.004997426620041691
1.6523731800972952,1926.4653963484498,0.004971564914963819
1.6469916047236162,1926.5517043458879,0.004958647719621317
1.6416261778357255,1926.6645470842334,0.004932840695885282
1.6362602881403232,1926.7773948642603,0.004907070231874174
1.6308775414281795,1926.8637140032326,0.004894198736314345
1.6255107803346764,1926.9765708465038,0.0048684832714801325
1.6201435563758586,1927.0894327319154,0.004842804579951044
1.6147596381814873,1927.1757630134778,0.004829979051151656
1.6093915427163712,1927.2886339629708,0.004804355681737269
1.604006861549666,1927.3749713661598,0.004791557862931003
1.5986378945077624,1927.487851380273,0.004765990011898418
1.5932684645050215,1927.6007364372851,0.004740459283102107
1.5878826116189317,1927.6870849847958,0.0047277078672232345
1.5825123099311946,1927.7999791072675,0.004702232988185811
1.5771415452248088,1927.9128782731,0.004676795454107707
1.571754520475543,1927.9992379659832,0.004664090719567275
1.566382883975943,1928.1121461981113,0.004638709372081978
1.5610107843998782,1928.2250594740608,0.004613365595965277
1.5556225876436387,1928.3114303133743,0.004600707825776167
1.5502496161661354,1928.4243526564571,0.004575420578684914
1.5448606560967715,1928.5107306198622,0.004562791124916796
1.539486812647325,1928.6236620306195,0.004537560615060812
1.5341125060258667,1928.7365984859553,0.004512368046737082
1.5287223737123123,1928.82298759752,0.004499786020033002
1.5233471950106752,1928.9359331213693,0.004474650540652509
1.5179715530791997,1929.048883690257,0.004449553239262239
1.5125802483776303,1929.1352839510373,0.004437018935198568
1.5072037342577318,1929.2482435892748,0.00441197908046014
1.501826756850165,1929.3612082730133,0.004386977644225026
1.4964342796167458,1929.4476196840624,0.0043744913634467825
1.4910564299125055,1929.5605934379892,0.004349547737739048
1.4856781168627622,1929.673572237876,0.004324642775216709
1.480284466953649,1929.7599948002494,0.004312204823580582
1.474905281498973,1929.8729826711606,0.004287358041799591
1.4695256326409571,1929.9859755884956,0.004262550172168806
1.4641308099122952,1930.0724093032463,0.0042501608608865905
1.4587502885410837,1930.1854112924468,0.004225411548727698
1.4533693037086877,1930.298418328528,0.004200701402090925
1.447973308016613,1930.3848631967114,0.004188361047880305
1.4425914505627484,1930.4978793054945,0.004163709842148739
1.4371946909363658,1930.584331302268,0.004151399016555216
1.431811960790494,1930.6973564842926,0.004126806985084839
1.4264287670878513,1930.8103867139596,0.0041022545340089955
1.421030834260734,1930.8968498658974,0.004089993184086764
1.4156467677578002,1931.0098891696446,0.004065500301830449
1.4102622376402423,1931.1229335214925,0.004041047265395037
1.404863131468501,1931.2094078296504,0.004028835722932827
1.399477728442361,1931.3224612564186,0.004004442657094532
1.3940918617437403,1931.4355197317489,0.003980089707385948
1.3886915820834758,1931.5220051971817,0.0039679283102751995
1.3833048423679728,1931.635072748267,0.003943635740372204
1.3779176389221313,1931.7481453483795,0.0039193835619352295
1.3725161856294341,1931.8346419721413,0.003907272654351995
1.367128109058404,1931.9477236488472,0.0038830812725830946
1.3617395686991693,1932.0608103750383,0.0038589305627956378
1.356336941630121,1932.1473181581841,0.0038468704953904917
1.3509475280373853,1932.2604139618081,0.0038227810070167473
1.3455576505985771,1932.3735148153773,0.0037987324764763653
1.3401538496092495,1932.460033758964,0.0037867236065684835
1.3347630988286208,1932.5731436908075,0.003762736730313795
1.3293718841440456,1932.6862586730533,0.0037387911032438765
1.3239669090905006,1932.7727887781352,0.0037268337950288047
1.3185748209557768,1932.8859128394934,0.0037029502634941887
1.3131822688592336,1932.9990419517208,0.0036791082781668662
1.3077761195975233,1933.0855832193515,0.0036672029029303837
1.3023826939424947,1933.1987214115268,0.003643423463026668
1.2969888042677664,1933.3118646550306,0.0036196858722018685
1.2915814806539334,1933.3984170862668,0.0036078328085404864
1.286186717312378,1933.511569410558,0.0035841582219414488
1.2807914898932393,1933.6247267866388,0.0035605257933294513
1.2753829917833164,1933.7112903825355,0.0035487254273849594
1.2699868905890013,1933.824456840243,0.003525156470998781
1.264590325259215,1933.9376283502006,0.0035016299877378312
1.2591806525092248,1934.024203111812,0.0034898827134421614
1.253783213295906,1934.1373837042365,0.0034664201799039307
1.2483853098892244,1934.2505693493708,0.003443000441064127
1.242974462355181,1934.3371552777548,0.0034313066603888793
1.2375756849566006,1934.4503500061915,0.0034079513585784853
1.2321764433067652,1934.5635497878036,0.003384639179684228
1.2267644208446717,1934.6501468840138,0.003372999302913262
1.2213643050945655,1934.7633557497666,0.003349752058488499
1.215963725035304,1934.876569669154,0.00332654827206921
1.2105505275011557,1934.9631779342478,0.0033149627180699497
1.2051490732332448,1935.0764009386157,0.0032918243740370466
1.1997471545982763,1935.1896289970794,0.0032687298302002767
1.1943327818480562,1935.276248432111,0.0032571990267204554
1.188929988896053,1935.3894855763951,0.0032341704440206256
1.1835267315190847,1935.5027277752351,0.0032111860110512203
1.1781111834087676,1935.5893583812601,0.003199710395020078
1.1727070516063716,1935.70260966676,0.0031767924531462335
1.1673024553210996,1935.8158660072768,0.003153919018140868
1.1618857317066507,1935.9025077853519,0.0031424990359901215
1.1564802608875504,1936.015773213367,0.003119692633639443
1.1510743255276596,1936.1290436968604,0.0030969311031628947
1.1456564262650342,1936.2156966480416,0.0030855672111606528
1.1402496162629072,1936.3289762198722,0.003062873266910575
1.1348423416620717,1936.442260847642,0.0030402245676915333
1.1294232666072148,1936.5289249729851,0.0030289172322937323
1.1240151172557284,1936.6422186899333,0.003006336685316122
1.1186065032476102,1936.7555174632796,0.0029838017649723306
1.113186252256458,1936.8421927638406,0.002972551463191699
1.1077767633892672,1936.9555006272055,0.002950085274003233
1.1023668098075192,1937.0688135474313,0.0029276651018043114
1.0969453827359972,1937.1555000242645,0.0029164723216019896
1.0915345541867452,1937.2688220353446,0.0028941214728465696
1.086123260865008,1937.3821491037518,0.0028718170405188557
1.0807006575690328,1937.4688467579147,0.0028606822812048942
1.075288489171354,1937.5821829180131,0.002838447778487114
1.0698758559432553,1937.6955241358974,0.00281626010106005
1.0644627578646,1937.8088704117324,0.002794119415188358
1.0590385678662504,1937.8955832788645,0.002783066746477479
1.0536245945654092,1938.0089386475295,0.002760996863166964
1.0482101563560717,1938.1222990746046,0.0027389743940807385
1.0427847897945606,1938.2090231215577,0.0027279809935364316
1.037369476254584,1938.3223926423038,0.0027060299686864527
1.0319536977481671,1938.4357672219198,0.0026841267910518245
1.0265271544793784,1938.522502449751,0.0026731931999273094
1.0211105005338617,1938.6358861238778,0.002651362123993359
1.0156933815639593,1938.7492748573386,0.0026295793389991646
1.0102656614437655,1938.8360212671012,0.0026187061119681146
1.0048476669262938,1938.9494190959108,0.002596996102557805
0.9994292073264858,1939.0628219845157,0.0025753348389789127
0.9940003102107519,1939.1495795772664,0.002564522544672665
0.9885809749548993,1939.262991562061,0.00254293474764827
0.9831611745587552,1939.376408607111,0.002521396162968629
0.977740909002176,1939.4898307125823,0.0024999069805996337
0.9723104241426647,1939.5766035259871,0.0024891809751833144
0.9668892827837433,1939.6900347287838,0.0024677662567849654
0.9614676762064271,1939.8034709924632,0.002446401424299981
0.9560360140125452,1939.890254991349,0.002435737776757455
0.9506135315243943,1940.003700353194,0.002414448143173993
0.9451905837598842,1940.1171507763815,0.002393208891937568
0.9397577440874634,1940.2039459618043,0.0023826082228293214
0.9343339203036187,1940.3174054839978,0.0023614449250809054
0.9289096311854477,1940.4308700679967,0.002340332519494875
0.9234756138903101,1940.5176764410132,0.0023297954661125994
0.9180504486442974,1940.6311501248586,0.0023087597891119477
0.912624818005986,1940.7446288709673,0.002287775528060172
0.907198721955227,1940.8581126795073,0.0022668428965223154
0.9017631160692765,1940.9449342794303,0.0022563960092092466
0.8963361437443367,1941.0584271889563,0.002235541227587408
0.8909087059489719,1941.1719251613722,0.0022147386198829748
0.8854719221013742,1941.258757951381,0.002204356950549298
0.8800436079233026,1941.3722650256186,0.002183633020894727
0.8746148282168267,1941.4857771632114,0.0021629618250944144
0.8691855829617917,1941.59929436432,0.002142343591634077
0.863747210065658,1941.6861423846194,0.0021320544079054347
0.8583170882815548,1941.7996686886904,0.002111516052172136
0.8528865008909072,1941.9132000567392,0.0020910312416892794
0.8474469496941425,1942.0000592696163,0.0020808089901737828
0.8420154856658849,1942.1135997414672,0.0020604049446518334
0.8365835559730938,1942.2271452777584,0.002040055044639849
0.8311428263314651,1942.3140156842712,0.0020299004756932676
0.8257100198925152,1942.427570325205,0.002009632254522096
0.8202767477310379,1942.5411300310398,0.001989418797311349
0.8148430098268756,1942.654694801941,0.001969260356735524
0.8094006904841101,1942.7415804435616,0.0019592018474960823
0.8039660756873936,1942.8551543202427,0.0019391264124637418
0.7985309950899935,1942.968733262452,0.0019191066395111706
0.7930874969633036,1943.0556301001998,0.0019091177086389879
0.7876515393647834,1943.169218149029,0.00188918192456506
0.7822151159075768,1943.282811263847,0.0018693024684758933
0.7767782265715227,1943.3964094448181,0.001849479612697059
0.771333138285798,1943.483321521062,0.001839589495984011
0.7658953718022057,1943.5969288097926,0.0018198520589853533
0.7604571393817579,1943.710541165136,0.0018001719186418429
0.7550108719729942,1943.7974644399987,0.0017903534236150033
0.7495717622964259,1943.911085903944,0.0017707597637089205
0.7441321866249906,1944.0247124349655,0.001751224119937036
0.738692144938524,1944.1383440332265,0.0017317467868470913
0.7332442869127533,1944.2252825499675,0.0017220300799419613
0.7278033678237246,1944.338923257968,0.0017026407738965532
0.7223619826616476,1944.4525690336689,0.001683310532535334
0.7169129451736711,1944.539518751525,0.0016736676574718818
0.7114706825004321,1944.653173637806,0.0016544265936416537
0.7060279536961243,1944.7668335922508,0.0016352453748146455
0.7005847587405802,1944.880498615023,0.0016161243208186718
0.6951341301775529,1944.9674635781423,0.0016065864568216234
0.6896900575643823,1945.0811377126329,0.001587556259739261
0.6842455187419496,1945.194816915913,0.0015685870472054572
0.6788005136900854,1945.3085011881458,0.0015496791554477
0.6733482937888183,1945.3954813984767,0.0015402483112761545
0.6679024109328503,1945.509174783568,0.0015214330419294547
0.6624560617894197,1945.6228732380735,0.0015026799557669994
0.6570026618917981,1945.7098646534496,0.0014933268418017701
0.6515554348356365,1945.8235722216527,0.0014746676958629018
0.6461077414339771,1945.937284859733,0.0014560716282392826
0.6406595816666477,1946.0510025678532,0.0014375390065966965
0.6352045899726294,1946.1380092338304,0.0014282966044678598
0.6297555521460685,1946.2517360567886,0.0014098598536739667
0.6243060478957978,1946.3654679502504,0.0013914874932704304
0.6188560772016424,1946.479204914378,0.001373179911503072
0.6133994934479724,1946.5662268329033,0.001364050535632245
0.6079486445480716,1946.6799729130073,0.001345840863436548
0.6024973291462411,1946.7937240642405,0.0013276969680681573
0.5970455472223047,1946.907480286766,0.001309619260268634
0.5915873711457055,1946.9945174597922,0.0013006053569216563
0.5861347108694968,1947.108282799433,0.0012826277155687706
0.5806815840131312,1947.222053210828,0.0012647173188483436
0.5752279905564314,1947.3358286941418,0.0012468746021631104
0.569768221893601,1947.422881123619,0.001237978761938333
0.5643137499380885,1947.5366657251875,0.0012202383981191403
0.5588588113241861,1947.6504553991388,0.00120256683605086
0.5534034060317128,1947.7642501456294,0.0011849645382672983
0.5479420445193256,1947.8513178335077,0.0011761895102735836
0.5424857605814872,1947.965121699398,0.001158691994281483
0.5370290099070174,1948.0789306382924,0.0011412649355339675
0.5315717924757346,1948.1927446503562,0.0011239088265140626
0.5261088378504407,1948.2798275985867,0.0011152575345413933
0.5206507416272258,1948.3936507311855,0.001098008793566277
0.5151921785891317,1948.5074789374166,0.0010808322740793832
0.5097331487159753,1948.621312217444,0.0010637285017529698
0.5042686007144013,1948.7084104279775,0.0010552040628130854
0.49880869190273264,1948.8222528296792,0.0010382104191441136
0.4933483161979302,1948.9361003056392,0.0010212908819059558
0.48788747357980866,1949.0499528560217,0.0010044460137052633
0.4824213319385571,1949.1370663308091,0.000996051759394327
0.47695961023533046,1949.2509280040063,0.0009793199745070462
0.47149742156070795,1949.3647947520876,0.0009626643155257406
0.46603476589450227,1949.478666575215,0.0009460853863464656
0.4605670303501518,1949.565795316207,0.0009378248876092178
0.4551034954522353,1949.6796762632923,0.0009213622133247885
0.44963949350465376,1949.7935622858856,0.0009049778350790003
0.4441750244872189,1949.907453384155,0.0008886724031473295
0.43870569477632426,1949.9945973933031,0.000880549499159963
0.4332403463805582,1950.1084976166649,0.0008643637374093652
0.42777453085685163,1950.2224029161648,0.0008482586113960877
0.4223082481850137,1950.3363132919644,0.0008322348237794681
0.4168414983448536,1950.4502287442292,0.0008162930934382403
0.4113701618473048,1950.5373920732573,0.0008083532289807336
0.4059025324442795,1950.6513166520535,0.0007925359694431232
0.40043443581483823,1950.7652463077773,0.0007768026394263015
0.3949658719387882,1950.879181040593,0.0007611540196016542
0.3894929406793738,1950.966359642194,0.0007533617252090965
0.38402349709380945,1951.080303502683,0.000737841676713245
0.37855358620353713,1951.1942524407245,0.0007224083759355604
0.3730832079883621,1951.3082064564812,0.000707062674343581
0.3676123624280894,1951.4221655501203,0.0006918054455390637
0.3621374236322078,1951.5093634771813,0.0006842102877160578
0.3566656981778492,1951.6233316999324,0.0006690874568494592
0.3511935053202875,1951.737305001027,0.0006540553859329065
0.3457208450393254,1951.8512833806287,0.000639115033824927
0.3402443108861351,1951.9384965846803,0.0006316795592736638
0.3347707705644081,1952.0524840945354,0.0006168786422799681
0.3292967627611703,1952.166476683361,0.0006021719613589379
0.3238222874562225,1952.2804743513186,0.0005875605748438678
0.3183473446293657,1952.3944770985734,0.0005730455725606228
0.31286880218974183,1952.4817096336676,0.0005658245650640318
0.3073929791375108,1952.595721512614,0.0005514562552474373
0.30191668850525366,1952.7097384713222,0.0005371872023442687
0.296439930272769,1952.8237605099528,0.0005230186192061139
0.29096270441985533,1952.9377876286699,0.0005089517579750213
0.2854821532757039,1953.0250394979225,0.000501956875623005
0.28000404701278636,1953.139075749774,0.00048804503614076003
0.2745254730713159,1953.2531170821746,0.00047423823490262874
0.2690464314310892,1953.3671634952884,0.00046053787907005396
0.26356692207190263,1953.481214989281,0.00044694542582205874
0.2580869449735518,1953.595271564314,0.0004334623852791293
0.2526039718512405,1953.6825468243724,0.0004267623819344659
0.24712311412030866,1953.7966125342787,0.00041344641558634803
0.2416417885920806,1953.9106833256872,0.0004002438902889648
0.23615999524635042,1954.024759198764,0.00038715652819329123
0.23067773406291156,1954.1388401536726,0.0003741861209306031
0.22519275131361463,1954.2261347547726,0.0003677453553739907
0.21970960931291855,1954.3402248459934,0.00035495390313855843
0.2142259994163754,1954.454320019508,0.00034228422020763033
0.2087419216037768,1954.5684202754805,0.00032973838078452847
0.20325737585491419,1954.6825256140778,0.0003173185531514562
0.19777236214957786,1954.7966360354592,0.0003050270067331148
0.19228495630956763,1954.8839540356823,0.0002989300777351211
0.18679906156434145,1954.9980735951153,0.0002868354489880493
0.1813126988044954,1955.1121982377977,0.00027487527091645854
0.17582586800981848,1955.2263279638926,0.00026305223439726435
0.170338569160099,1955.3404627735629,0.00025136917422702195
0.16485080223512505,1955.454602666975,0.00023982908192145359
0.15936097269608152,1955.541944070876,0.00023411362993432528
0.15387232450855454,1955.6560931040788,0.00022279397732256946
0.14838320818761883,1955.7702472214844,0.0002116255564773919
0.14289362371306055,1955.8844064232578,0.00020061203437207208
0.13740357106466544,1955.998570709562,0.00018975731694388027
0.13191305022221858,1956.1127400805601,0.0001790655751978826
0.1264220611655049,1956.2269145364185,0.00016854127541652192
0.12093060387430857,1956.341094077299,0.00015818921433113155
0.11543752346813746,1956.4284670029106,0.00015307937263460213
0.10994518461580001,1956.54265568592,0.00014299548956872303
0.10445237747081507,1956.6568494544135,0.00013309757203602788
0.0989591020129653,1956.7710483085598,0.00012339195143053197
0.09346535822203256,1956.8852522485186,0.00011388554703671932
0.0879711460777984,1956.9994612744547,0.0001045859592332271
0.08247646556004393,1957.1136753865312,9550158439504994e-20
0.07698131664854974,1957.2278945849132,8664175837719173e-20
0.07148569932309598,1957.3421188697635,7801693831923194e-20
0.06598895350891362,1957.429527383319,7379628624052568e-20
0.060492454285720504,1957.5437608129366,6554662895517578e-20
0.054995486590391114,1957.6579993294893,57564751361028035e-21
0.049498050402703664,1957.7722429331345,4986744463788352e-20
0.04400014570243608,1957.8864916240398,42474513867015834e-21
0.03850177246936579,1958.000745402371,3540975909240047e-20
0.0330029306832697,1958.1150042682898,28702460712209763e-21
0.027503620323924262,1958.2292682219597,2238975617817958e-20
0.022003841371105486,1958.3435372635452,16520730783707478e-21
0.01650359380458892,1958.4578113932114,11164211981127283e-21
0.011002877604149607,1958.57209061112,6426082581452545e-21
0.005501692749562158,1958.6863749174363,24996054070804033e-22
392206007058e-19,1958.8006643123238,7750585288929786e-36
