"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.79,0.87,4.32,175.51,0.98,1.95,0.87,0.12,1.31,0.48,0.8,0.43,0.93,0.95,13.32,NA,0
