theta,x1,x2
14.216932345509454,24002.245031189977,7666683535934282e-20
14.2170513656095,24002.245057362543,7683457734919703e-20
14.217170385709545,24002.245083513066,7700157815561896e-20
14.217289405809591,24002.245109641462,77167837582789e-18
14.217408425909637,24002.245135747646,7733335543404962e-20
14.217527446009681,24002.245161831528,7749813151189822e-20
14.217646466109727,24002.245187893022,7766216561797986e-20
14.217765486209773,24002.24521393204,7782545755307989e-20
14.217884506309819,24002.245239948494,7798800711711643e-20
14.218003526409865,24002.245265942292,781498141091328e-19
14.21812254650991,24002.245291913347,7831087832728985e-20
14.218241566609954,24002.24531786156,7847119956885819e-20
14.21836058671,24002.24534378685,7863077763021028e-20
14.218479606810046,24002.245369689117,7878961230681238e-20
14.218598626910092,24002.24539556827,7894770339321656e-20
14.218717647010138,24002.24542142421,7910505068305237e-20
14.218836667110182,24002.245447256846,792616539690185e-19
14.218955687210228,24002.245473066083,7941751304287438e-20
14.219074707310273,24002.245498851822,7957262769543154e-20
14.21919372741032,24002.245524613965,7972699771654496e-20
14.219312747510365,24002.24555035241,7988062289510423e-20
14.219431767610411,24002.24557606706,8003350301902456e-20
14.219550787710455,24002.245601757815,8018563787523778e-20
14.2196698078105,24002.245627424574,8033702724968309e-20
14.219788827910547,24002.24565306723,8048767092729762e-20
14.219907848010592,24002.245678685686,8063756869200714e-20
14.220026868110638,24002.24570427983,8078672032671627e-20
14.220145888210682,24002.24572984956,8093512561329878e-20
14.220264908310728,24002.24575539477,8108278433258774e-20
14.220383928410774,24002.245780915353,8122969626436533e-20
14.22050294851082,24002.245806411196,813758611873527e-19
14.220621968610866,24002.245831882192,8152127887919962e-20
14.220740988710912,24002.24585732823,8166594911647398e-20
14.220860008810956,24002.245882749197,8180987167465105e-20
14.220979028911001,24002.24590814498,8195304632810266e-20
14.221098049011047,24002.245933515467,8209547285008615e-20
14.221217069111093,24002.24595886054,8223715101273323e-20
14.221336089211139,24002.24598418009,8237808058703863e-20
14.221455109311183,24002.246009473987,8251826134284852e-20
14.221574129411229,24002.24603474212,8265769304884885e-20
14.221693149511275,24002.246059984365,8279637547255336e-20
14.22181216961132,24002.246085200604,8293430838029156e-20
14.221931189711366,24002.246110390715,830714915371964e-19
14.222050209811412,24002.24613555457,8320792470719174e-20
14.222169229911456,24002.246160692048,8334360765297976e-20
14.222288250011502,24002.24618580302,8347854013602799e-20
14.222407270111548,24002.246210887355,8361272191655621e-20
14.222526290211594,24002.24623594493,8374615275352314e-20
14.22264531031164,24002.246260975615,8387883240461283e-20
14.222764330411684,24002.246285979272,8401076062622097e-20
14.22288335051173,24002.246310955772,8414193717344083e-20
14.223002370611775,24002.246335904976,8427236180004902e-20
14.223121390711821,24002.246360826754,8440203425849102e-20
14.223240410811867,24002.246385720962,8453095429986642e-20
14.223359430911913,24002.246410587464,8465912167391392e-20
14.223478451011957,24002.246435426117,8478653612899612e-20
14.223597471112003,24002.24646023678,8491319741208396e-20
14.223716491212048,24002.246485019306,8503910526874097e-20
14.223835511312094,24002.24650977355,8516425944310716e-20
14.22395453141214,24002.24653449937,8528865967788269e-20
14.224073551512184,24002.24655919661,8541230571431121e-20
14.22419257161223,24002.246583865122,8553519729216297e-20
14.224311591712276,24002.246608504753,8565733414971748e-20
14.224430611812322,24002.24663311535,85778716023746e-18
14.224549631912367,24002.24665769675,858993426494936e-19
14.224668652012413,24002.246682248802,8601921376066099e-20
14.224787672112457,24002.246706771344,861383290893859e-19
14.224906692212503,24002.24673126421,8625668836622427e-20
14.225025712312549,24002.246755727243,8637429132013087e-20
14.225144732412595,24002.246780160272,8649113767843973e-20
14.22526375251264,24002.246804563132,8660722716684413e-20
14.225382772612685,24002.24682893565,8672255950937618e-20
14.22550179271273,24002.246853277655,868371344283861e-19
14.225620812812776,24002.246877588972,8695095164452096e-20
14.225739832912822,24002.246901869425,8706401087670312e-20
14.225858853012868,24002.24692611883,8717631184210815e-20
14.225977873112914,24002.246950337012,8728785425614238e-20
14.226096893212958,24002.246974523787,8739863783241998e-20
14.226215913313004,24002.246998678966,8750866228273958e-20
14.22633493341305,24002.247022802363,8761792731706042e-20
14.226453953513095,24002.247046893786,8772643264347792e-20
14.226572973613141,24002.247070953043,878341779681989e-19
14.226691993713185,24002.247094979935,8794116299551616e-20
14.226811013813231,24002.247118974265,8804738742778264e-20
14.226930033913277,24002.24714293583,8815285096538491e-20
14.227049054013323,24002.24716686443,882575533067162e-19
14.227168074113369,24002.247190759852,8836149414814878e-20
14.227287094213414,24002.24721462189,8846467318400576e-20
14.227406114313458,24002.247238450327,8856709010653232e-20
14.227525134413504,24002.247262244953,8866874460586626e-20
14.22764415451355,24002.247286005546,8876963637000791e-20
14.227763174613596,24002.24730973188,888697650847894e-19
14.227882194713642,24002.247333423733,889691304338432e-19
14.228001214813686,24002.24735708088,8906773209856996e-20
14.228120234913732,24002.247380703084,8916556975810562e-20
14.228239255013778,24002.24740429011,8926264308928784e-20
14.228358275113823,24002.247427841718,8935895176662144e-20
14.22847729521387,24002.247451357667,8945449546224326e-20
14.228596315313915,24002.247474837714,8954927384588604e-20
14.228715335413959,24002.247498281602,8964328658484156e-20
14.228834355514005,24002.24752168908,8973653334392283e-20
14.22895337561405,24002.247545059894,8982901378542534e-20
14.229072395714097,24002.247568393777,899207275690874e-19
14.229191415814142,24002.247591690466,9001167435204949e-20
14.229310435914186,24002.247614949687,9010185378881266e-20
14.229429456014232,24002.247638171164,9019126553119582e-20
14.229548476114278,24002.24766135462,9027990922829193e-20
14.229667496214324,24002.247684499773,903677845264232e-19
14.22978651631437,24002.24770760633,9045489106909495e-20
14.229905536414416,24002.247730674,9054122849694839e-20
14.23002455651446,24002.247753702486,9062679644771221e-20
14.230143576614505,24002.24777669148,907115945561528e-19
14.230262596714551,24002.247799640678,9079562245402314e-20
14.230381616814597,24002.247822549758,9087887977001038e-20
14.230500636914643,24002.247845418406,9096136612968187e-20
14.230619657014687,24002.247868246297,9104308115542986e-20
14.230738677114733,24002.247891033097,9112402446641456e-20
14.230857697214779,24002.24791377847,9120419567850567e-20
14.230976717314824,24002.24793648207,9128359440422221e-20
14.23109573741487,24002.247959143548,9136222025267063e-20
14.231214757514916,24002.247981762546,914400728294811e-19
14.23133377761496,24002.248004338704,9151715173674207e-20
14.231452797715006,24002.24802687165,9159345657293273e-20
14.231571817815052,24002.24804936101,916689869328536e-19
14.231690837915098,24002.248071806393,9174374240755497e-20
14.231809858015144,24002.24809420741,9181772258426309e-20
14.231928878115188,24002.248116563664,9189092704630421e-20
14.232047898215233,24002.24813887474,9196335537302621e-20
14.23216691831528,24002.248161140225,9203500713971771e-20
14.232285938415325,24002.248183359694,9210588191752474e-20
14.232404958515371,24002.248205532713,9217597927336454e-20
14.232523978615415,24002.248227658838,9224529876983668e-20
14.23264299871546,24002.248249737615,9231383996513127e-20
14.232762018815507,24002.248271768585,9238160241293403e-20
14.232881038915552,24002.248293751272,9244858566232817e-20
14.233000059015598,24002.248315685196,9251478925769304e-20
14.233119079115644,24002.24833756986,9258021273859906e-20
14.233238099215688,24002.248359404763,9264485563969914e-20
14.233357119315734,24002.248381189384,9270871749061623e-20
14.23347613941578,24002.248402923196,9277179781582687e-20
14.233595159515826,24002.24842460566,9283409613454031e-20
14.233714179615871,24002.24844623622,9289561196057343e-20
14.233833199715916,24002.248467814305,9295634480222086e-20
14.233952219815961,24002.248489339338,9301629416212022e-20
14.234071239916007,24002.24851081072,930754595371122e-19
14.234190260016053,24002.248532227848,9313384041809521e-20
14.234309280116099,24002.24855359009,9319143628987425e-20
14.234428300216145,24002.2485748968,9324824663100384e-20
14.234547320316189,24002.24859614732,9330427091362457e-20
14.234666340416235,24002.248617340978,9335950860329277e-20
14.23478536051628,24002.248638477075,9341395915880333e-20
14.234904380616326,24002.248659554894,9346762203200483e-20
14.235023400716372,24002.248680573706,9352049666760682e-20
14.235142420816416,24002.248701532753,9357258250297858e-20
14.235261440916462,24002.248722431257,9362387896793913e-20
14.235380461016508,24002.248743268417,936743854845376e-19
14.235499481116554,24002.248764043412,9372410146682362e-20
14.2356185012166,24002.24878475539,937730263206071e-19
14.235737521316645,24002.248805403477,9382115944320649e-20
14.23585654141669,24002.24882598677,9386850022318506e-20
14.235975561516735,24002.248846504346,9391504804007422e-20
14.236094581616781,24002.248866955237,9396080226408301e-20
14.236213601716827,24002.24888733845,9400576225579287e-20
14.236332621816873,24002.24890765296,9404992736583679e-20
14.236451641916917,24002.24892789771,9409329693456127e-20
14.236570662016963,24002.248948071592,941358702916705e-19
14.236689682117008,24002.248968173477,9417764675585086e-20
14.236808702217054,24002.248988202184,9421862563437456e-20
14.2369277223171,24002.249008156494,9425880622268072e-20
14.237046742417146,24002.249028035134,9429818780393217e-20
14.23716576251719,24002.249047836787,9433676964854603e-20
14.237284782617236,24002.249067560086,9437455101369572e-20
14.237403802717282,24002.249087203607,9441153114278229e-20
14.237522822817327,24002.249106765867,9444770926487234e-20
14.237641842917373,24002.24912624532,9448308459409942e-20
14.237760863017417,24002.249145640348,9451765632902596e-20
14.237879883117463,24002.249164949273,9455142365196182e-20
14.237998903217509,24002.249184170334,9458438572823547e-20
14.238117923317555,24002.24920330169,9461654170541334e-20
14.2382369434176,24002.24922234141,9464789071246202e-20
14.238355963517646,24002.249241287464,946784318588476e-19
14.23847498361769,24002.24926013773,9470816423356556e-20
14.238594003717736,24002.249278889976,9473708690409385e-20
14.238713023817782,24002.24929754184,9476519891526035e-20
14.238832043917828,24002.249316090834,9479249928801547e-20
14.238951064017874,24002.24933453434,948189870180982e-19
14.239070084117918,24002.24935286957,9484466107458319e-20
14.239189104217964,24002.24937109358,948695203982936e-19
14.23930812431801,24002.24938920324,9489356390006273e-20
14.239427144418055,24002.24940719521,9491679045882375e-20
14.239546164518101,24002.24942506593,9493919891950421e-20
14.239665184618147,24002.249442811593,9496078809069669e-20
14.239784204718191,24002.24946042812,9498155674207249e-20
14.239903224818237,24002.249477911115,9500150360149818e-20
14.240022244918283,24002.24949525584,9502062735180676e-20
14.240141265018329,24002.24951245717,9503892662716487e-20
14.240260285118374,24002.249529509525,9505640000896431e-20
14.240379305218418,24002.249546406834,9507304602114932e-20
14.240498325318464,24002.24956314244,950888631248691e-19
14.24061734541851,24002.249579709012,9510384971231615e-20
14.240736365518556,24002.249596098445,9511800409957293e-20
14.240855385618602,24002.24961230171,9513132451823674e-20
14.240974405718648,24002.24962830869,9514380910552166e-20
14.241093425818692,24002.249644107953,9515545589243534e-20
14.241212445918737,24002.249659686473,9516626278948477e-20
14.241331466018783,24002.249675029252,9517622756915282e-20
14.24145048611883,24002.249690118824,951853478440677e-19
14.241569506218875,24002.249704934544,9519362103928769e-20
14.241688526318919,24002.249719451593,9520104435631333e-20
14.241807546418965,24002.249733639506,9520761472506233e-20
14.24192656651901,24002.24974745987,9521332873756982e-20
14.242045586619057,24002.249760862538,9521818255240769e-20
14.242164606719102,24002.249773778854,95222171748741e-18
14.242283626819148,24002.24978610808,9522529108480747e-20
14.242402646919192,24002.249797684868,9522753404605178e-20
14.242521667019238,24002.249808170116,9522889179245568e-20
14.242640687119284,24002.249813644663,9522934806803634e-20
