x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,z,n,l,p,theta
155.63160007089823,-0.6061658114412891,5.927850043303647,-0.124010781830334,-50.57007878437462,1.0,114.10593084441315,0.8,-78.10168881810016,-53.39218373127905,-1.4609918501271764,0.9471438560912215,0.0,555.0790345195996,0.012803066386790815,1.709574938859054e-5,2.0855372371829346
155.631660275638,-0.6033071804499889,5.927850646523428,-0.0947093967070875,-51.01497692745011,1.0,114.10600809167634,0.8,-78.10160666569318,-53.39218103284962,-1.4609943759556283,0.9554765499476986,0.0,540.7599017035118,0.013726566965794164,1.8975957275643625e-5,2.1190067954140988
155.63172577807677,-0.6004555158707241,5.927851315318198,-0.06537956788169925,-51.45879150865357,1.0,114.10609191156534,0.8,-78.10151741674156,-53.39217802383111,-1.4609971186949817,0.9637889558595159,0.0,527.1155079624178,0.014695745493553392,2.1015789399628013e-5,2.152476353645263
155.63179691850868,-0.5976113390968966,5.927852123653797,-0.03602861100407323,-51.90144111760897,1.0,114.10618242040539,0.8,-78.1014203572198,-53.392174366090664,-1.4610000931930205,0.9720795553621719,0.318959501834518,514.260386128129,0.01571282873766913,2.8088749793604977e-5,2.185945911876427
155.6318740679317,-0.5947751410263477,5.927853144918564,-0.0066635362545361745,-52.342849092685654,1.0,114.10627976463195,0.8,-78.1013147439836,-53.39216971830868,-1.4610033152280826,0.9803469191988426,1.1459138730416847,502.39756678475334,0.016781133437732708,3.27701424549245e-5,2.219415470107591
155.63195760797012,-0.5919473847254384,5.927854314333086,0.02270903665220419,-52.78294373299226,1.0,114.10638466180389,0.8,-78.1012003826438,-53.39216436502191,-1.4610067976261403,0.9885896996446024,1.9544928679486833,491.16159154845803,0.017900206524675496,3.711355431555046e-5,2.2528850283387554
155.63204792960286,-0.5891285052555826,5.927855630734356,0.05208273251552446,-53.221657412392666,1.0,114.10649758225378,0.8,-78.10107681181049,-53.39215830380488,-1.4610105550426744,0.9968066304710507,2.7339193663248857,480.47201566527673,0.019071140003107084,4.158212319766941e-5,2.2863545865699195
155.63214543796428,-0.5863189114652801,5.927857100458658,0.08145144562984208,-53.65892655381576,1.0,114.10661898011715,0.8,-78.10094352575386,-53.392151497832835,-1.4610146027556041,1.004996521932512,3.4811640008710802,470.27823783787494,0.020295162094600794,4.628715397217056e-5,2.3198241448010837
155.6322505530343,-0.5835189873181841,5.9278587324005665,0.11080933207965188,-54.09469144487103,1.0,114.10674931373089,0.8,-78.10079999392033,-53.39214389805631,-1.461018956561436,1.0131582569180237,4.195541445151508,460.54079575151934,0.021573542617169476,5.128251934740579e-5,2.3532937030322474
155.63236371002355,-0.5807290931269219,5.9278605369058335,0.14015079998068591,-54.52889605083755,1.0,114.10688905025606,0.8,-78.10064566524139,-53.39213544812037,-1.4610236327538995,1.021290787363651,4.877383719432557,451.2265488096166,0.022907571979212008,5.660398422826607e-5,2.3867632612634115
155.63248535967296,-0.5779495667201283,5.927862525377403,0.16947049967280853,-54.961487834834735,1.0,114.10703866733945,0.8,-78.10047996964872,-53.39212608608329,-1.4610286481169328,1.0293931308564337,5.527526678186017,442.30666285336736,0.024298553655603915,6.227994686481254e-5,2.4202328194945757
155.63261596851933,-0.5751807245495867,5.927864710104842,0.1987633141631506,-55.392417586307495,1.0,114.10719865383795,0.8,-78.10030231872611,-53.3921157451345,-1.4610340199218215,1.0374643674118735,6.147066469158355,433.75554429385,0.025747800836118107,6.833540157296094e-5,2.45370237772574
155.63275601914407,-0.5724228627414967,5.927867104183264,0.22802434989037212,-55.821639257803014,1.0,114.10736951016197,0.8,-78.10011210602204,-53.39210435391232,-1.46103976592581,1.0455036364138486,6.737229813931584,425.5501878110683,0.027256634728962826,7.479368620911346e-5,2.487171935956904
155.63290601041277,-0.5696762580950796,5.927869721473993,0.25724892782655484,-56.24910980975402,1.0,114.10755174843757,0.8,-78.0999087072081,-53.392091836635096,-1.461045904371284,1.053510133707827,7.299299793079331,417.66973550564825,0.028826383631395495,8.16773517333703e-5,2.520641494188068
155.63306645770948,-0.5669411690313779,5.927872576586888,0.2864325749160925,-56.67478906291414,1.0,114.10774589257181,0.8,-78.09969148016076,-53.39207811313547,-1.4610524539851477,1.0614831088391568,7.834571486523346,410.09515724395186,0.030458382397207384,8.900863483246966e-5,2.5541110524192323
155.6332378931674,-0.5642178364948863,5.927875684874814,0.31557101584460157,-57.098639558077515,1.0,114.10795247826142,0.8,-78.09945976500245,-53.39206309884033,-1.461059433978248,1.0694218624287941,8.344324830153584,402.8090067284844,0.03215397212753789,9.680973282156325e-5,2.5875806106503965
155.63342086589745,-0.5615064848104853,5.927879062435365,0.34466016512830505,-57.52062642272021,1.0,114.10817205296604,0.8,-78.09921288412048,-53.39204670471814,-1.4610668640447602,1.0773257436792967,8.829807917033888,395.79522818447253,0.03391449999616325,0.00010510297243573569,2.6210501688815606
155.63361594221539,-0.5588073224980026,5.927882726117139,0.3736961195132956,-57.94071724421355,1.0,114.1084051758576,0.8,-78.0989501421736,-53.39202883720574,-1.4610747643615096,1.0851941480043197,9.292226875560456,389.03899874340004,0.0357413191604898,0.00011391091819494893,2.6545197271127248
155.63382370586808,-0.5561205430465993,5.92788669352898,0.40267515067370896,-58.3588819492747,1.0,114.108652417753,0.8,-78.09867082609209,-53.39200939812164,-1.4610831555872048,1.0930265147752203,9.732740002395733,382.52659711061636,0.037635788729919635,0.00012325644465176422,2.687989285343889
155.63404475825942,-0.553446325651057,5.927890983051239,0.4315936981977974,-58.77509268933563,1.0,114.10891436103446,0.8,-78.09837420507418,-53.39198828457,-1.4610920588615868,1.1008223251787257,10.152454699548032,376.2452922728489,0.039599273774322506,0.00013316278616596846,2.721458843575053
155.63427971867594,-0.5507848359119298,5.927895613848442,0.4604483628510217,-59.18932373152754,1.0,114.10919159956028,0.8,-78.09805953058137,-53.39196538883815,-1.4611014958044866,1.108581100179941,10.552426280257816,370.1832479241137,0.04163314536165112,0.00014365357221398032,2.7549284018062172
155.63452922451273,-0.5481362265014204,5.927900605882961,0.48923590010549867,-59.601551354993376,1.0,114.1094847385682,0.8,-78.09772603633336,-53.39194059828923,-1.4611114885148015,1.116302398585286,10.933658025138977,364.3294395092441,0.0437387806174794,0.00015475285311502155,2.7883979600373814
155.63479393149962,-0.5455006377967379,5.9279059799294425,0.5179532139254187,-60.01175375225598,1.0,114.10979439457272,0.8,-78.09737293830351,-53.391913795251206,-1.4611220595693895,1.1239858152002327,11.297102071220754,358.67358159044795,0.04591756280155253,0.0001664851192495115,2.8218675182685455
155.63507451392798,-0.5428781984826031,5.927911757589787,0.5465973507983468,-60.41991093538356,1.0,114.11012119525728,0.8,-78.09699943471516,-53.39188485690313,-1.4611332320218926,1.1316309790769967,11.643660847856593,353.2060637933979,0.04817088139790679,0.00017887531576325265,2.8553370764997097
155.63537166487828,-0.5402690261244757,5.927917961308576,0.5751654940026429,-60.826004646708164,1.0,114.11046577936231,0.8,-78.09660470603897,-53.39185365515913,-1.4611450294014958,1.1392375518475877,11.974188861173364,347.9178939777176,0.050500132216081906,0.00019194885408257216,2.8888066347308734
155.63568609644855,-0.5376732277139944,5.9279246143888304,0.6036549581015638,-61.23001827386527,1.0,114.1108287965697,0.8,-78.09618791499153,-53.39182005655052,-1.4611574757116246,1.1468052261378772,12.289494688452983,342.8006475578524,0.052906717501596146,0.00020573162114112872,2.9222761929620376
155.63601853998392,-0.535090900188043,5.927931741008063,0.6320631836549342,-61.63193676893538,1.0,114.11121090738412,0.8,-78.09574820653492,-53.39178392210643,-1.4611705954285932,1.154333724058566,12.590343085167552,337.84642210873375,0.055392046054301966,0.00022024998694288842,2.9557457511932017
155.6363697463073,-0.5325221309227766,5.927939366234552,0.6603877321396122,-62.03174657147983,1.0,114.11161278301174,0.8,-78.09528470787754,-53.39174510723301,-1.4611844135002072,1.16182279576916,12.877457136375867,333.0477965484675,0.057957533353555406,0.00023553081090205136,2.989215309424366
155.63674048595158,-0.5299669982038742,5.927947516043816,0.6886262810702888,-62.42943553527415,1.0,114.11203510523666,0.8,-78.09479652847571,-53.39170346159152,-1.4611989553443292,1.1692722181112674,13.151520404745547,328.39779431204875,0.06060460168935938,0.0002516014472760635,3.02268486765553
155.6371315493932,-0.5274255716742152,5.927956217335256,0.7167766193124856,-62.82499285855285,1.0,114.11247856629545,0.8,-78.09428276003628,-53.39165882897529,-1.4612142468474147,1.1766817933077245,13.413179042171532,323.8898500256423,0.06333468029880687,0.00026848974992174017,3.056154425886694
155.63754374728737,-0.5248979127601134,5.927965497948949,0.7448366425799279,-63.21840901758912,1.0,114.11294386874985,0.8,-78.09374247651981,-53.391611047185705,-1.4612303143630212,1.1840513477242487,13.663043842548813,319.5177792670446,0.066149205507276,0.0002862240765440696,3.0896239841178583
155.63797791070508,-0.5223840750771822,5.92797538668258,0.7728043491087708,-63.60967570344264,1.0,114.11343172535815,0.8,-78.09317473414436,-53.39155994790725,-1.4612471847103023,1.1913807306904864,13.901692220916278,315.27575105931714,0.06904962087392336,0.00030483329256415504,3.1230935423490225
155.63843489137184,-0.5198841048168487,5.9279859133084924,0.8006778355014579,-63.99878576171714,1.0,114.1139428589453,0.8,-78.09257857138968,-53.391505356581646,-1.4612648851724888,1.198669813377493,14.129670109738678,311.15826279468905,0.07203737734109424,0.00032434677470158136,3.1565631005801866
155.63891556190862,-0.5173980411144794,5.927997108590859,0.8284552927332742,-64.38573313517796,1.0,114.11447800227197,0.8,-78.0919530090016,-53.39144709228115,-1.4612834434953634,1.2059184877288383,14.34749376711508,307.1601173271491,0.0751139333873288,0.00034479441434368067,3.190032658811351
155.63942081607468,-0.5149259164000302,5.928009004302964,0.8561350023149398,-64.77051280908773,1.0,114.11503789790284,0.8,-78.0912970499965,-53.39138496758096,-1.4613028878857373,1.2131266654426764,14.555651494607552,303.2764020065575,0.07828075518368702,0.0003662066207572317,3.223502217042515
155.63995156901268,-0.5124677567320846,5.928021633244582,0.8837153326048545,-65.15312075912558,1.0,114.1156232980741,0.8,-78.0906096796657,-53.39131878843083,-1.4613232470099293,1.2202942770022638,14.754605264467967,299.5024694559874,0.0815393167531544,0.0003886143241854463,3.256971775273679
155.64050875749618,-0.5100235821161004,5.928035029259474,0.9111947352648694,-65.5335539017625,1.0,114.11623496456053,0.8,-78.08988986557968,-53.391248354025784,-1.4613445499922582,1.2274212707525347,14.944792257519627,295.8339199184351,0.08489110013291977,0.0004120489788634647,3.2904413335048432
155.64109334017948,-0.5075934068076401,5.928049227252969,0.9385717418537086,-65.91181004697216,1.0,114.1168736685421,0.8,-78.08913655759174,-53.39117345667605,-1.461366826413549,1.2345076120204759,15.126626313981939,292.26658501982945,0.0883375955393434,0.00043654256597822,3.323910891736007
155.64170629784994,-0.5051772396013205,5.928064263209651,0.9658449605524109,-66.2878878531626,1.0,114.11754019047035,0.8,-78.08834868784139,-53.3910938816761,-1.4613901063096604,1.2415532822771533,15.300499300223906,288.79651281308395,0.09188030153545437,0.000462127596592821,3.357380449967171
155.64234863368307,-0.5027750841061811,5.928080174211144,0.993013073016386,-66.66178678422034,1.0,114.11823531993466,0.8,-78.0875251707568,-53.391009407172845,-1.461414420170036,1.2485582783393607,15.466782394885838,285.4199539832696,0.09552072520083388,0.0004888371145511492,3.3908500081983353
155.64302137350023,-0.5003869390081291,5.928096998453989,1.020074831348919,-67.03350706856408,1.0,114.11895985552835,0.8,-78.08666490305666,-53.39091980403296,-1.461439798936287,1.2555226116089613,15.625827298078763,282.13334910725507,0.09926038230375814,0.0005167046993748632,3.4243195664294994
155.64372556602916,-0.49801279832009215,5.928114775267625,1.047029055191156,-67.40304966011037,1.0,114.11971460471503,0.8,-78.08576676375088,-53.3908248357093,-1.4614662740008066,1.2624463073480987,15.777967367507067,278.933316872703,0.10310079747548709,0.0005457644691621937,3.4577891246606636
155.6444622831675,-0.4956526516204693,5.9281335451324635,1.0738746289238226,-67.7704162010587,1.0,114.12050038369496,0.8,-78.08482961414045,-53.39072425810641,-1.4614938772054231,1.26932940398854,15.92351868539905,275.8166431713661,0.10704350438659654,0.0005760510834956829,3.4912586828918277
155.64523262024935,-0.4933064842804482,5.928153349698057,1.1006104989761205,-68.1356089864083,1.0,114.12131801727172,0.8,-78.0838522978159,-53.3906178194451,-1.4615226408400939,1.2761719524735113,16.06278106009665,272.78027099045664,0.11109004592526256,0.0006075997463641937,3.524728241122992
155.64603769631464,-0.49097427768072105,5.928174231801373,1.1272356712374418,-68.49863093012335,1.0,114.12216833871913,0.8,-78.08283364065456,-53.390505260126076,-1.4615525976416455,1.2829740156304639,16.19603896607334,269.8212910336042,0.11524197437741651,0.0006404462091030473,3.558197799354156
155.64687865438222,-0.48865600941810844,5.92819623548516,1.1537492085677195,-68.85948553286758,1.0,114.1230521896487,0.8,-78.08177245081635,-53.390386312592575,-1.4615837807925625,1.2897356675732927,16.323562426030257,266.93693300975644,0.11950085160869323,0.00067462677335488,3.59166735758532
155.64775666172582,-0.4863516535025728,5.928219406016418,1.1801502284024141,-69.21817685123321,1.0,114.12397041987735,0.8,-78.08066751873801,-53.390260701192,-1.4616162239198272,1.296456993132604,16.445607838579594,264.12455753441833,0.12386824924810955,0.0007101782940528601,3.6251369158164843
155.64867291015355,-0.48406118054507913,5.928243789904967,1.2064379004483003,-69.57470946839312,1.0,114.12492388729578,0.8,-78.0795176171257,-53.39012814203649,-1.461649961093817,1.303138087312695,16.562418754867174,261.3816485929829,0.12834574887340747,0.0007471381824269687,3.6586064740476485
155.64962861629087,-0.48178455793673697,5.928269434922116,1.2326114444663792,-69.92908846610865,1.0,114.12591345773735,0.8,-78.07832150094588,-53.38998834286248,-1.461685026827258,1.3097790547739878,16.674226607321813,258.7058065206746,0.13293494219800997,0.0007855444090333867,3.6920760322788126
155.65062502186706,-0.479521750019637,5.928296390119434,1.258670128138399,-70.28131939802877,1.0,114.12694000484763,0.8,-78.07707790741422,-53.38984100288915,-1.461721456074243,1.3163800093397084,16.781251393550455,256.0947414578643,0.13763743125953803,0.0008254355068063729,3.7255455905099764
155.65166339400548,-0.4772727182497728,5.928324705847624,1.2846132650136166,-70.63140826421974,1.0,114.1280044099545,0.8,-78.07578555598272,-53.38968581267571,-1.4617592842293112,1.3229410735256757,16.883702318229854,253.54626724330961,0.14245482860984346,0.0008668505741314967,3.7590151487411405
