"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.76,0.22,1.53,414.91,0.97,2.59,0.5,0.75,1.03,2.16,1.18,0.96,0.77,0.54,10.12,NA,1
