"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Distance","V2","ProductionV1","ProductionV2","ProductionV3","ProductionV4","ProductionV5","ProductionV6","ProductionV7","ProductionV8","ProductionV9","ProductionV10","TaxesproportionallyV1","TaxesproportionallyV2","TaxesproportionallyV3","TaxesproportionallyV4","TaxesproportionallyV5","TaxesproportionallyV6","TaxesproportionallyV7","TaxesproportionallyV8","TaxesproportionallyV9","TaxesproportionallyV10","TotalWorkersDemandedV1","TotalWorkersDemandedV2","TotalWorkersDemandedV3","TotalWorkersDemandedV4","TotalWorkersDemandedV5","TotalWorkersDemandedV6","TotalWorkersDemandedV7","TotalWorkersDemandedV8","TotalWorkersDemandedV9","TotalWorkersDemandedV10","InformalDemandProportionV1","InformalDemandProportionV2","InformalDemandProportionV3","InformalDemandProportionV4","InformalDemandProportionV5","InformalDemandProportionV6","InformalDemandProportionV7","InformalDemandProportionV8","InformalDemandProportionV9","InformalDemandProportionV10","IncomeDistributionV1","IncomeDistributionV2","IncomeDistributionV3","IncomeDistributionV4","IncomeDistributionV5","IncomeDistributionV6","IncomeDistributionV7","IncomeDistributionV8","IncomeDistributionV9","IncomeDistributionV10","InformalLaborSupplyPropV1","InformalLaborSupplyPropV2","InformalLaborSupplyPropV3","InformalLaborSupplyPropV4","InformalLaborSupplyPropV5","InformalLaborSupplyPropV6","InformalLaborSupplyPropV7","InformalLaborSupplyPropV8","InformalLaborSupplyPropV9","InformalLaborSupplyPropV10","TotalLaborSupplyV1","TotalLaborSupplyV2","TotalLaborSupplyV3","TotalLaborSupplyV4","TotalLaborSupplyV5","TotalLaborSupplyV6","TotalLaborSupplyV7","TotalLaborSupplyV8","TotalLaborSupplyV9","TotalLaborSupplyV10","PropEntrepreneurs","PropAlpha","Indic"
"1",0.79,0.46,9.09,93.49,0.01,0.15,0.46,0.3,5.72,1.94,2.47,0.6,0.68,0.2,14.02,NA,50477300000,NA,1134,1134,1134,11756.5,25539.5,94261.7,141088,257471,929658,NA,0.000246212,0.000246212,0.000246212,0.00818864,0.0176151,0.0646157,0.0966416,0.176238,0.635962,NA,234.764,196.806,168.95,2849.79,6207.23,22947.5,34354.1,62704.1,226444,NA,0,0,0,0,0,0,0,0,0,NA,88.4876,248.867,579.496,1035.73,3069.42,6154.4,15917.5,36679.2,39829.4,NA,1,1,1,0.981721,0.161988,0.0775648,0,0.0123238,0.0402131,NA,0.0623523,0.128247,0.221281,0.310783,1,1.76203,3.77116,7.11045,5.14539,NA,0.279,0.726693,1
