"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic","V2"
"1",0.665657,7.20332,674.871,351.115,8.77394,293.712,2.49452,3.26941,529.36,0.110641,3.93613,1.68879,4.18589,0.0578846,1.01333,NA,1,1
