"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.69,3.72,437.45,87.5,8.67,8.67,1.25,2.59,75,3.51,1.51,3.13,0.64,0.38,3.12,NA,1
