"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.81,0.48,2.69,40.34,0.43,4.08,1,0.96,0.85,0.32,2.35,0.58,0.46,0.45,25.46,NA,1
