"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.72,0.55,0.69,650.48,0.98,2.38,0.13,0.13,0.15,0.38,0.81,0.86,0.86,0.84,27.55,NA,0
