"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.62,0.55,555.88,356.82,5.47,2.91,6,51.77,436.41,3.8,3.07,3.16,1.47,0.03,27.61,NA,1
