"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.87,5.48,419.68,94.33,2.78,2,2.7,21.1,240.2,4.55,0.41,4.77,4.24,0.62,9.32,NA,1
