"aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
0.73,0.34,4.51,378.69,0.9,6.99,0.34,0.74,0.71,1.76,2.54,0.37,0.96,0.56,22.92,NA,1
