"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.94,8.67,87.5,437.45,3.72,3.72,6.2,0.72,374.95,1.51,3.51,0.64,3.13,0.88,0.62,NA,1
