"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.96,1.36,667.44,366.71,1.48,0.1,0.59,60.6,113.37,4.59,1.4,0.48,0.87,0.19,15.1,NA,1
