3.98566e-05 , 
0.443934 , 
0.0472874 , 
0.000789682 , 
3.84978e-07 , 
0.00741563 , 
2.80921 , 
4.66075e-06 , 
9.05254e-05 , 
0.00431015 , 
0.00036317 , 
2.22034e-05 , 
2.88474 , 
0.00610039 , 
0 , 
0.0611125 , 
2.58208e-06 , 
0.00686109 , 
6.23511e-07 , 
1244.63 , 
2.30073e-05 , 
inf , 
8.17524e-07 , 
0.352429 , 
0.197022 , 
0.22725 , 
inf , 
2.23818e-05 , 
7.26836e-09 , 
8.90294e-05 , 
0.000138096 , 
0.00819298 , 
5.91471e-06 , 
3.2834e-06 , 
0.398165 , 
0.565758 , 
1927.44 , 
3.46896e-05 , 
0.00161187 , 
inf , 
1.6965 , 
1.17264e-05 , 
0.0772483 , 
12.0734 , 
0.00841761 , 
2.44212e-05 , 
0.0335044 , 
0.473643 , 
3.67879e-07 , 
0.0236854 , 
inf , 
0.0869539 , 
4.62306e-07 , 
4.06896e-05 , 
0.00278608 , 
3.425e-06 , 
1.25378e-05 , 
0.0381772 , 
3.80574e-05 , 
190.572 , 
0.0186309 , 
1.08892e-05 , 
0.857754 , 
0.00015135 , 
inf , 
13.5148 , 
1.42167e-05 , 
0.0801542 , 
0.00087841 , 
2.45454e-07 , 
0.0220917 , 
0.0115895 , 
2.95137e-05 , 
3.196e-06 , 
0.00220971 , 
2.07661e-05 , 
0 , 
0 , 
4.86067e-06 , 
0.118559 , 
0.000181691 , 
9.27314e-09 , 
0.0315864 , 
inf , 
0.145766 , 
2.39498e-06 , 
4.22518 , 
2.1766 , 
527.108 , 
0.16235 , 
0.000810674 , 
6.84069e-07 , 
inf , 
0.00232673 , 
4.7251e-05 , 
4.04287e-08 , 
2.99635e-05 , 
0 , 
7.92756e-06 , 
1.03032e-06 , 
0.137756 , 
0.26184 , 
0.0176866 , 
2.62019 , 
5.32131e-06 , 
4.98036e-07 , 
0.171498 , 
0.0194262 , 
0.000352259 , 
0 , 
5.66725e-06 , 
6.69713e-06 , 
0.0137517 , 
6.52975e-05 , 
0.0225694 , 
1.67111e-05 , 
0 , 
inf , 
inf , 
0.300686 , 
3.15367e-06 , 
4.22939e-07 , 
0.228335 , 
5.28053e-06 , 
3.84586e-05 , 
0.000820814 , 
30.119 , 
0 , 
inf , 
1.46988e-06 , 
6.30861 , 
0 , 
1.12043e-06 , 
0.622187 , 
0.142692 , 
1.23733e-06 , 
0.00205057 , 
0.00820657 , 
1.76964e-05 , 
0.0168017 , 
4.87071e-05 , 
1.1793e-06 , 
3.29605 , 
0.0226165 , 
0 , 
0.0850349 , 
inf , 
4.78006 , 
2.41446e-05 , 
0 , 
4.20166 , 
9.14967e-08 , 
978.793 , 
8.04713e-07 , 
0.000307927 , 
0.063002 , 
8.02349e-07 , 
6.7836e-05 , 
7.18895e-07 , 
0.646903 , 
0.0025287 , 
0.0505401 , 
1.94654 , 
0.250635 , 
5.65358e-05 , 
2.90091e-08 , 
0 , 
0.0545884 , 
1.80969 , 
1.52362 , 
24.0246 , 
1.33555e-07 , 
0.051467 , 
inf , 
7.72781e-06 , 
0.100771 , 
0.222066 , 
3.86671e-06 , 
3.55368e-06 , 
1.0661e-05 , 
0.441066 , 
3.49973e-06 , 
0.000150879 , 
582.58 , 
8.96719e-06 , 
0 , 
0 , 
inf , 
0.00685155 , 
0.177711 , 
7.96877e-05 , 
3.0228 , 
3.00239e-06 , 
1.66372e-06 , 
0.0628211 , 
0.000793119 , 
0.000228914 , 
0.0141842 , 
0.00689628 , 
0.000297853 , 
0.647444 , 
0.00755907 , 
0.00547692 , 
0 , 
inf , 
5.64438e-05 , 
0.00241078 , 
0 , 
4.92628 , 
1.53651e-05 , 
0.0340483 , 
3.9166e-05 , 
0.0033687 , 
25865.9 , 
0 , 
0.0764504 , 
2.31662 , 
0.000384459 , 
75.2022 , 
0.0247987 , 
0.293922 , 
0.4769 , 
8.19664 , 
6.45798e-06 , 
0.0975614 , 
0.00115055 , 
0.00266872 , 
