"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic","Distance","V2","ProductionV1","ProductionV2","ProductionV3","ProductionV4","ProductionV5","ProductionV6","ProductionV7","ProductionV8","ProductionV9","ProductionV10","TaxesproportionallyV1","TaxesproportionallyV2","TaxesproportionallyV3","TaxesproportionallyV4","TaxesproportionallyV5","TaxesproportionallyV6","TaxesproportionallyV7","TaxesproportionallyV8","TaxesproportionallyV9","TaxesproportionallyV10","TotalWorkersDemandedV1","TotalWorkersDemandedV2","TotalWorkersDemandedV3","TotalWorkersDemandedV4","TotalWorkersDemandedV5","TotalWorkersDemandedV6","TotalWorkersDemandedV7","TotalWorkersDemandedV8","TotalWorkersDemandedV9","TotalWorkersDemandedV10","InformalDemandProportionV1","InformalDemandProportionV2","InformalDemandProportionV3","InformalDemandProportionV4","InformalDemandProportionV5","InformalDemandProportionV6","InformalDemandProportionV7","InformalDemandProportionV8","InformalDemandProportionV9","InformalDemandProportionV10","IncomeDistributionV1","IncomeDistributionV2","IncomeDistributionV3","IncomeDistributionV4","IncomeDistributionV5","IncomeDistributionV6","IncomeDistributionV7","IncomeDistributionV8","IncomeDistributionV9","IncomeDistributionV10","InformalLaborSupplyPropV1","InformalLaborSupplyPropV2","InformalLaborSupplyPropV3","InformalLaborSupplyPropV4","InformalLaborSupplyPropV5","InformalLaborSupplyPropV6","InformalLaborSupplyPropV7","InformalLaborSupplyPropV8","InformalLaborSupplyPropV9","InformalLaborSupplyPropV10","TotalLaborSupplyV1","TotalLaborSupplyV2","TotalLaborSupplyV3","TotalLaborSupplyV4","TotalLaborSupplyV5","TotalLaborSupplyV6","TotalLaborSupplyV7","TotalLaborSupplyV8","TotalLaborSupplyV9","TotalLaborSupplyV10","PropEntrepreneurs","PropAlpha","Indic"
"1",0.513303,6.63506,652.382,238.377,8.56862,121.643,1.67596,3.2801,394.538,0.062887,3.82905,0.858389,2.14406,0.0296704,3.17796,NA,1,404620,NA,0.452896,0.569282,0.6981,0.822359,1,430.766,571.216,828.24,2227.31,NA,0.00150663,0.00376659,0.00376659,0.00376659,0.0150663,0.0150663,0.0301327,0.045199,0.881729,NA,0,0,0,0,0,0,0,0.531336,6.31442,NA,1,1,1,1,1,1,1,1,0.0855408,NA,0.204067,0.373038,0.539306,0.733464,1,114.446,154.354,245.303,429.386,NA,0.962484,0.538692,0.37585,0.277817,0.204532,0.148413,0.110267,0.069532,0,NA,0.696361,0.797503,0.867483,0.930973,1,1.07779,1.15527,1.2867,1.46528,NA,0.329,0.329203,1
