"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.56,0.45,174.3,311,9.15,6.09,1.82,48.47,489.19,0.31,3.72,0.17,3.07,0.29,25.34,NA,0
