"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.74,4.54,400.8,72.38,5.59,1.44,2.17,2.07,50.76,1.23,3.82,0.73,0.17,0.53,4.93,NA,0
