"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.56,6.2,612.42,612.42,6.2,1.25,3.72,1.66,524.92,2.51,2.51,4.38,4.38,0.14,1.88,NA,1
