"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.501622,8.29393,603.786,23.9608,8.08296,1.20392,3.01674,6.69006,0.314609,0.109005,3.975,0.593445,3.01949,0.267894,6.01291,NA,1
