"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.81,1.25,262.47,262.47,1.25,6.2,8.67,3.53,224.97,0.51,0.51,1.88,1.88,0.64,4.38,NA,1
