133.744 , 
66.1312 , 
2273.98 , 
428.834 , 
66.1312 , 
2266.64 , 
1483.6 , 
2272.49 , 
403.443 , 
2.74398e+06 , 
19756.9 , 
99.442 , 
729424 , 
543.531 , 
6.53233e+09 , 
3.34939e+09 , 
15472 , 
11274.4 , 
92.6895 , 
4240.06 , 
2265.16 , 
1275.23 , 
271.469 , 
603.627 , 
1650.29 , 
147712 , 
141.101 , 
14440.3 , 
66.1312 , 
950.28 , 
2261.1 , 
316322 , 
131.796 , 
1003.66 , 
1443.86 , 
234.782 , 
2264.17 , 
66.1312 , 
6.01303e+07 , 
3206.66 , 
8.64054e+09 , 
110162 , 
2273.7 , 
1.53026e+10 , 
479.042 , 
37.2154 , 
47.9764 , 
1.06243e+11 , 
155.508 , 
6479.39 , 
66.1312 , 
2276.58 , 
23234.6 , 
5.15253e+08 , 
35011.9 , 
277.102 , 
473.232 , 
32581.8 , 
1934.85 , 
965.997 , 
2458.83 , 
144.652 , 
5.44123e+06 , 
5.31454e+08 , 
66.1312 , 
1689.25 , 
461.89 , 
478.378 , 
2266.7 , 
5.51187e+08 , 
66.1312 , 
66.1312 , 
17157.5 , 
13539.2 , 
413.207 , 
2280.18 , 
2270.53 , 
1708.44 , 
5.81897e+06 , 
63.942 , 
66.1312 , 
68080 , 
143.492 , 
10941.9 , 
451.073 , 
66.1312 , 
57.8253 , 
66.1312 , 
8.6176e+06 , 
4404.06 , 
1.25893e+06 , 
213755 , 
2273.24 , 
525.655 , 
4.44901e+06 , 
5.55344e+09 , 
2.20403e+07 , 
35.0534 , 
476.19 , 
2263.38 , 
2284.08 , 
30383.2 , 
3.97201e+06 , 
2451.94 , 
544.099 , 
1658.89 , 
423.675 , 
2089.08 , 
490.218 , 
1.47825e+07 , 
3.76487e+06 , 
5596.37 , 
72.1376 , 
203130 , 
6905.67 , 
87964 , 
99.2864 , 
1.3692e+08 , 
2268.14 , 
711.48 , 
12599.8 , 
1050.88 , 
506.715 , 
3.74622e+06 , 
2272.04 , 
2347.31 , 
66.1312 , 
4327.39 , 
66.1312 , 
160055 , 
2284.8 , 
226.349 , 
2267.67 , 
9624.51 , 
20925.9 , 
2263.23 , 
6206.16 , 
590.872 , 
537.275 , 
317.234 , 
10035.4 , 
7.79162e+06 , 
1.48658e+12 , 
66.1312 , 
34537.6 , 
681.189 , 
49.2637 , 
447.489 , 
16880.8 , 
2291.18 , 
20657.8 , 
8.30262e+07 , 
1497.91 , 
7.25957e+07 , 
40.2109 , 
2138.18 , 
6948.05 , 
786.161 , 
2339.92 , 
551.901 , 
1.25119e+07 , 
118.584 , 
