"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.55,0.83,138.33,159.86,4.35,7.63,0.93,3.47,125.75,2.73,2.32,2.61,0.8,0.91,1.8,NA,1
