0.582105 , 0.685258 , 0.804612 , 0.891064 , 1 , 1.09171 , 1.21741 , 1.36014 , 1.6527 , 
0.582105 , 0.685259 , 0.804612 , 0.891064 , 1 , 1.09172 , 1.21741 , 1.36014 , 1.6527 , 
0.582106 , 0.685256 , 0.804613 , 0.891065 , 1 , 1.09171 , 1.21741 , 1.36014 , 1.65271 , 
0.582106 , 0.685256 , 0.804613 , 0.891065 , 1 , 1.09171 , 1.21741 , 1.36014 , 1.65271 , 
0.582106 , 0.685256 , 0.804613 , 0.891065 , 1 , 1.09171 , 1.21741 , 1.36014 , 1.65271 , 
0.582105 , 0.685258 , 0.804612 , 0.891063 , 1 , 1.09171 , 1.21741 , 1.36014 , 1.6527 , 
0.637598 , 0.73146 , 0.833982 , 0.908334 , 1 , 1.07776 , 1.17946 , 1.29362 , 1.52265 , 
0.637595 , 0.73146 , 0.833982 , 0.908334 , 1 , 1.07776 , 1.17946 , 1.29363 , 1.52265 , 
0.636182 , 0.725745 , 0.830655 , 0.9084 , 1 , 1.07531 , 1.17989 , 1.2905 , 1.52306 , 
0.635737 , 0.74929 , 0.833615 , 0.907961 , 1 , 1.07622 , 1.17902 , 1.29367 , 1.52284 , 
0.635995 , 0.725699 , 0.830792 , 0.908005 , 1 , 1.07548 , 1.17938 , 1.28994 , 1.5224 , 
0.565856 , 0.66985 , 0.763284 , 0.882092 , 1 , 1.09481 , 1.23036 , 1.39095 , 1.62314 , 
0.635522 , 0.746473 , 0.830456 , 0.90851 , 1 , 1.07572 , 1.17689 , 1.291 , 1.52364 , 
0.635277 , 0.72515 , 0.830653 , 0.908161 , 1 , 1.07594 , 1.17989 , 1.2905 , 1.52306 , 
0.643111 , 0.731157 , 0.832699 , 0.905125 , 1 , 1.07299 , 1.17446 , 1.2874 , 1.51533 , 
0.645706 , 0.739333 , 0.824453 , 0.904611 , 1 , 1.07876 , 1.18133 , 1.09182 , 1.39309 , 
0.57643 , 0.683362 , 0.774871 , 0.866465 , 1 , 1.08521 , 1.20261 , 1.34778 , 1.64653 , 
0.558188 , 0.673218 , 0.773893 , 0.877554 , 1 , 1.1029 , 1.29506 , 1.45945 , 1.79825 , 
0.577053 , 0.678866 , 0.769328 , 0.889004 , 1 , 1.09211 , 1.22053 , 1.37114 , 1.67938 , 
0.555967 , 0.667933 , 0.763126 , 0.882169 , 1 , 1.09601 , 1.23087 , 1.38845 , 1.71185 , 
0.554312 , 0.660655 , 0.754643 , 0.880096 , 1 , 1.0966 , 1.23497 , 1.39927 , 1.74844 , 
0.536855 , 0.646908 , 0.748734 , 0.881115 , 1 , 1.10058 , 1.24235 , 1.41385 , 1.78652 , 
0.678583 , 0.785243 , 0.859098 , 0.92388 , 1 , 1.06103 , 1.14005 , 1.22786 , 1.40018 , 
0.575971 , 0.680354 , 0.799629 , 0.888854 , 1 , 1.08989 , 1.21749 , 1.37368 , 1.69702 , 
0.517788 , 0.631252 , 0.735064 , 0.876508 , 1 , 1.10636 , 1.25044 , 1.43481 , 1.8256 , 
0.582749 , 0.685486 , 0.772309 , 0.889213 , 1 , 1.08571 , 1.21011 , 1.35595 , 1.66151 , 
0.581067 , 0.683816 , 0.774945 , 0.892948 , 1 , 1.08739 , 1.21112 , 1.35539 , 1.66097 , 
0.57787 , 0.683218 , 0.777299 , 0.892461 , 1 , 1.0893 , 1.21369 , 1.35976 , 1.6714 , 
0.576827 , 0.681537 , 0.77476 , 0.868327 , 1 , 1.08924 , 1.20805 , 1.35704 , 1.66365 , 
0.573856 , 0.678875 , 0.772285 , 0.86465 , 1 , 1.08658 , 1.20836 , 1.35764 , 1.66933 , 
0.574339 , 0.679369 , 0.774324 , 0.870999 , 1 , 1.09291 , 1.22091 , 1.36166 , 1.66734 , 
0.596413 , 0.699061 , 0.787921 , 0.874865 , 1 , 1.08229 , 1.19736 , 1.33078 , 1.61416 , 
0.609678 , 0.707773 , 0.794133 , 0.87948 , 1 , 1.07632 , 1.18221 , 1.31193 , 1.57523 , 
0.529933 , 0.648625 , 0.759438 , 0.87123 , 1 , 1.15868 , 1.32501 , 1.51335 , 1.90883 , 
0.503045 , 0.638675 , 0.746425 , 0.86506 , 1 , 1.16092 , 1.33136 , 1.54071 , 1.99369 , 
0.485422 , 0.612152 , 0.736689 , 0.864608 , 1 , 1.1448 , 1.37337 , 1.60184 , 2.06564 , 
