7.3464e+08 , 
6.88429e+08 , 
6.88371e+08 , 
6.88371e+08 , 
6.88371e+08 , 
6.8837e+08 , 
5.78114e+08 , 
5.61831e+08 , 
1.60213e+09 , 
9.12311e+08 , 
1.81532e+09 , 
1.08266e+09 , 
2.12048e+09 , 
1.70291e+09 , 
5.63473e+08 , 
2.87525e+10 , 
7.82437e+07 , 
3.41072e+07 , 
5.24529e+08 , 
6.21845e+08 , 
6.00341e+08 , 
4.32706e+08 , 
1.65885e+09 , 
5.13983e+08 , 
1.11307e+08 , 
4.06119e+08 , 
3.56545e+08 , 
3.1143e+08 , 
1.01167e+08 , 
1.18892e+08 , 
7.91746e+07 , 
2.62463e+08 , 
8.54388e+07 , 
5.32541e+07 , 
9.35465e+07 , 
3.67339e+07 , 
5.13878e+07 , 
2.57057e+07 , 
1.37377e+07 , 
2.68107e+07 , 
2.73154e+07 , 
2.34724e+07 , 
1.58708e+07 , 
1.65576e+07 , 
1.83312e+07 , 
2.91037e+07 , 
1.75054e+07 , 
1.46809e+07 , 
2.15535e+07 , 
1.73007e+07 , 
1.93372e+07 , 
1.33148e+07 , 
8.74393e+06 , 
1.44913e+07 , 
1.31854e+07 , 
1.13096e+07 , 
1.37905e+07 , 
1.61884e+07 , 
1.30667e+07 , 
1.05226e+07 , 
1.13576e+07 , 
1.037e+07 , 
8.8001e+06 , 
9.04417e+06 , 
8.68516e+06 , 
7.20365e+06 , 
9.68752e+06 , 
6.2106e+06 , 
5.08326e+06 , 
6.35303e+06 , 
6.26068e+06 , 
6.41626e+06 , 
6.3294e+06 , 
6.0067e+06 , 
5.09751e+06 , 
5.71964e+06 , 
4.85609e+06 , 
3.54396e+06 , 
5.13264e+06 , 
3.93192e+06 , 
4.00553e+06 , 
3.70152e+06 , 
3.82667e+06 , 
4.12197e+06 , 
3.33619e+06 , 
1.7397e+06 , 
2.96095e+06 , 
3.62948e+06 , 
3.11589e+06 , 
2.97899e+06 , 
3.03686e+06 , 
2.56466e+06 , 
2.78671e+06 , 
-nan , 
2.18357e+06 , 
2.27238e+06 , 
3.42442e+06 , 
3.04174e+06 , 
2.36769e+06 , 
3.32243e+06 , 
2.59478e+06 , 
1.67571e+06 , 
2.12042e+06 , 
2.52523e+06 , 
2.69209e+06 , 
2.24985e+06 , 
2.87343e+06 , 
2.01659e+06 , 
2.33022e+06 , 
2.05209e+06 , 
1.35748e+06 , 
-nan , 
1.57376e+06 , 
1.29644e+06 , 
1.27678e+06 , 
-nan , 
1.23905e+06 , 
1.39866e+06 , 
-nan , 
1.90269e+06 , 
-nan , 
1.64216e+06 , 
1.36997e+06 , 
1.57201e+06 , 
1.32201e+06 , 
1.83355e+06 , 
1.04071e+06 , 
1.65896e+06 , 
-nan , 
1.53211e+06 , 
1.85944e+06 , 
1.32805e+06 , 
1.65935e+06 , 
1.5924e+06 , 
-nan , 
-nan , 
1.47064e+06 , 
1.67225e+06 , 
1.45633e+06 , 
1.43873e+06 , 
1.66366e+06 , 
1.3616e+06 , 
1.9307e+06 , 
1.22748e+06 , 
1.69689e+06 , 
1.43858e+06 , 
1.5183e+06 , 
1.48008e+06 , 
1.3557e+06 , 
-nan , 
1.03822e+06 , 
1.05481e+06 , 
1.50001e+06 , 
1.44535e+06 , 
1.41032e+06 , 
1.41261e+06 , 
1.30798e+06 , 
1.39324e+06 , 
1.36449e+06 , 
1.51735e+06 , 
1.28707e+06 , 
1.39687e+06 , 
1.24009e+06 , 
1.37938e+06 , 
1.43969e+06 , 
1.37177e+06 , 
-nan , 
1.37205e+06 , 
1.53574e+06 , 
1.30371e+06 , 
1.40995e+06 , 
1.65912e+06 , 
1.39809e+06 , 
1.5767e+06 , 
1.60049e+06 , 
1.42276e+06 , 
1.32995e+06 , 
1.45698e+06 , 
1.61745e+06 , 
1.53925e+06 , 
1.57276e+06 , 
1.43228e+06 , 
1.50163e+06 , 
1.3725e+06 , 
1.4502e+06 , 
1.14328e+06 , 
1.41257e+06 , 
1.40725e+06 , 
1.37378e+06 , 
1.49311e+06 , 
1.47626e+06 , 
1.60438e+06 , 
1.4915e+06 , 
1.46868e+06 , 
1.50105e+06 , 
1.47949e+06 , 
1.65318e+06 , 
1.06473e+06 , 
1.72609e+06 , 
1.60314e+06 , 
1.6054e+06 , 
1.61465e+06 , 
1.28803e+06 , 
1.61098e+06 , 
1.63283e+06 , 
1.62216e+06 , 
1.61122e+06 , 
1.64051e+06 , 
1.28813e+06 , 
1.66854e+06 , 
1.64558e+06 , 
1.31009e+06 , 
1.04957e+06 , 
1.05145e+06 , 
1.31259e+06 , 
1.31603e+06 , 
-nan , 
1.31701e+06 , 
1.04113e+06 , 
-nan , 
1.06126e+06 , 
1.04512e+06 , 
1.61789e+06 , 
1.72476e+06 , 
1.30212e+06 , 
1.04155e+06 , 
1.03554e+06 , 
1.60981e+06 , 
1.02109e+06 , 
1.03553e+06 , 
1.62111e+06 , 
1.0316e+06 , 
1.30359e+06 , 
1.05751e+06 , 
1.05845e+06 , 
1.05795e+06 , 
-nan , 
-nan , 
1.06257e+06 , 
1.32162e+06 , 
1.02878e+06 , 
1.05211e+06 , 
1.04687e+06 , 
1.30984e+06 , 
1.04275e+06 , 
1.03688e+06 , 
1.62416e+06 , 
1.03565e+06 , 
1.03833e+06 , 
1.05484e+06 , 
1.04225e+06 , 
1.04987e+06 , 
1.30284e+06 , 
-nan , 
1.05634e+06 , 
1.04264e+06 , 
1.05129e+06 , 
1.31346e+06 , 
1.05095e+06 , 
1.04667e+06 , 
1.03645e+06 , 
1.04231e+06 , 
1.0408e+06 , 
1.30969e+06 , 
1.04014e+06 , 
1.04314e+06 , 
1.04817e+06 , 
1.04204e+06 , 
1.04813e+06 , 
1.04215e+06 , 
1.03724e+06 , 
1.05312e+06 , 
1.05205e+06 , 
1.29922e+06 , 
1.04684e+06 , 
1.02749e+06 , 
1.2772e+06 , 
1.03248e+06 , 
1.03267e+06 , 
1.03123e+06 , 
1.02888e+06 , 
-nan , 
1.03378e+06 , 
1.03406e+06 , 
1.03134e+06 , 
1.03503e+06 , 
1.03024e+06 , 
1.03617e+06 , 
1.03083e+06 , 
-nan , 
1.01659e+06 , 
1.02846e+06 , 
1.01628e+06 , 
1.03271e+06 , 
1.03041e+06 , 
1.01721e+06 , 
1.03051e+06 , 
1.03365e+06 , 
1.03097e+06 , 
1.02779e+06 , 
1.02777e+06 , 
1.00853e+06 , 
-nan , 
-nan , 
1.02863e+06 , 
-nan , 
1.02842e+06 , 
1.02565e+06 , 
1.02669e+06 , 
-nan , 
-nan , 
1.02712e+06 , 
