0.111993 , 0.225242 , 0.403392 , 0.617755 , 1 , 5229.83 , 8243.87 , 13097.6 , 29548.5 , 
0.112563 , 0.225813 , 0.403392 , 0.617755 , 1 , 5225.14 , 8236.45 , 13085.9 , 29521.9 , 
0.112584 , 0.225832 , 0.403393 , 0.617756 , 1 , 5225.1 , 8236.43 , 13085.8 , 29521.8 , 
0.112584 , 0.225832 , 0.403393 , 0.617756 , 1 , 5225.1 , 8236.43 , 13085.8 , 29521.8 , 
0.112584 , 0.225832 , 0.403393 , 0.617756 , 1 , 5225.1 , 8236.43 , 13085.8 , 29521.8 , 
0.112602 , 0.225852 , 0.403392 , 0.617754 , 1 , 5225.1 , 8236.44 , 13085.8 , 29521.8 , 
0.128454 , 0.248134 , 0.418814 , 0.630708 , 1 , 5104.48 , 7864.81 , 12247.6 , 26756.3 , 
0.128454 , 0.248134 , 0.418815 , 0.630709 , 1 , 5025.32 , 7742.86 , 12057.7 , 26341.4 , 
0.12527 , 0.237127 , 0.410867 , 0.630932 , 1 , 4946.51 , 7718.68 , 11860.5 , 26246.7 , 
0.12667 , 0.250653 , 0.417933 , 0.62947 , 1 , 6422.93 , 9946.47 , 15519.9 , 33919.4 , 
0.123236 , 0.235226 , 0.411192 , 0.629614 , 1 , 5283.92 , 8221.82 , 12633.6 , 27957.6 , 
0.0695984 , 0.159855 , 0.301448 , 0.548019 , 1 , 4268.27 , 7469.09 , 13449.4 , 36000 , 
0.124471 , 0.246166 , 0.410396 , 0.631293 , 1 , 6259.93 , 9631.82 , 15009.7 , 33215.9 , 
0.12285 , 0.234655 , 0.410866 , 0.630135 , 1 , 4865.95 , 7571.44 , 11634.3 , 25746.1 , 
0.130931 , 0.244699 , 0.415738 , 0.620097 , 1 , 5037.28 , 7768.34 , 12063.9 , 26355.1 , 
0.122828 , 0.23508 , 0.39637 , 0.618411 , 1 , 20693.9 , 31985.2 , 41738.6 , 100723 , 
0.102321 , 0.214495 , 0.369417 , 0.598257 , 1 , 1515.06 , 2356.35 , 3846.41 , 9097.3 , 
0.0893414 , 0.196949 , 0.350475 , 0.586831 , 1 , 856.945 , 1478.68 , 2399.89 , 5592.33 , 
0.109091 , 0.217121 , 0.36804 , 0.610038 , 1 , 3238.99 , 5166.82 , 8423.87 , 19745 , 
0.0961086 , 0.207826 , 0.361903 , 0.596464 , 1 , 3595.91 , 5801.58 , 9531.94 , 22593.2 , 
0.101595 , 0.20754 , 0.355777 , 0.597512 , 1 , 3742.5 , 6042.83 , 9998.97 , 24549.9 , 
0.0963799 , 0.200584 , 0.356298 , 0.608074 , 1 , 3694.44 , 5948.12 , 9888.02 , 24800.2 , 
0.247729 , 0.397573 , 0.56022 , 0.739288 , 1 , 3978.2 , 5232.35 , 6944.54 , 11461.6 , 
0.0903114 , 0.192673 , 0.361585 , 0.58508 , 1 , 4294.42 , 7106.37 , 12306.1 , 32192.4 , 
0.0921496 , 0.194985 , 0.346828 , 0.607389 , 1 , 2742.61 , 4357.87 , 7331.74 , 18235.5 , 
0.10355 , 0.212481 , 0.358662 , 0.600166 , 1 , 2886.88 , 4626.76 , 7588.45 , 18362.1 , 
0.100116 , 0.207548 , 0.361106 , 0.60962 , 1 , 2684.32 , 4299.38 , 7031.61 , 17100.6 , 
0.0954273 , 0.203885 , 0.362768 , 0.606369 , 1 , 2506.73 , 4032.64 , 6646.75 , 16468.9 , 
0.0972753 , 0.203556 , 0.359046 , 0.594751 , 1 , 2361.42 , 3734.22 , 6248.67 , 15395.6 , 
0.0895689 , 0.193727 , 0.347189 , 0.577092 , 1 , 2054.76 , 3299.94 , 5548.11 , 13946.1 , 
0.0917363 , 0.195255 , 0.351679 , 0.596997 , 1 , 1871.65 , 3080.1 , 5031.52 , 12511.5 , 
0.0995532 , 0.210451 , 0.367538 , 0.597124 , 1 , 2354.47 , 3748.4 , 6095.65 , 14821.2 , 
0.104976 , 0.213815 , 0.370197 , 0.602308 , 1 , 2174.27 , 3401.17 , 5587.62 , 13365 , 
0.074828 , 0.173309 , 0.329569 , 0.574142 , 1 , 1402.14 , 2398.65 , 4083.15 , 10341.5 , 
0.0644634 , 0.170465 , 0.316791 , 0.566443 , 1 , 1094.45 , 1866.61 , 3297.82 , 9004.46 , 
0.059708 , 0.151664 , 0.311225 , 0.574727 , 1 , 929.941 , 1664.77 , 2977.19 , 7780.06 , 
0.0770991 , 0.176841 , 0.332709 , 0.578153 , 1 , 1287.18 , 2221.4 , 3759.92 , 9428.41 , 
0.0904916 , 0.198789 , 0.358207 , 0.602244 , 1 , 863.138 , 1474.8 , 2424.94 , 5594.06 , 
0.0977345 , 0.203498 , 0.368914 , 0.624913 , 1 , 746.343 , 1228.39 , 1990.19 , 4437.78 , 
0.081674 , 0.18636 , 0.346424 , 0.596908 , 1 , 841.749 , 1457.96 , 2444.24 , 5825.68 , 
0.0747707 , 0.173704 , 0.332637 , 0.597147 , 1 , 825.431 , 1437.44 , 2446.19 , 6001.77 , 
0.0724961 , 0.172411 , 0.331515 , 0.598909 , 1 , 776.782 , 1339.22 , 2341.92 , 5628.12 , 
0.074748 , 0.171325 , 0.330149 , 0.599565 , 1 , 708.849 , 1248.62 , 2152.12 , 5293.02 , 
0.0589592 , 0.151416 , 0.310313 , 0.57243 , 1 , 629.532 , 1115.84 , 1956.92 , 4986.28 , 
0.0661395 , 0.160116 , 0.320527 , 0.585422 , 1 , 670.947 , 1172.62 , 2027.47 , 5045.23 , 
0.0705596 , 0.168437 , 0.326514 , 0.595121 , 1 , 755.265 , 1331.72 , 2314.5 , 5758.07 , 
0.0586271 , 0.150391 , 0.3077 , 0.576254 , 1 , 660.333 , 1177.03 , 2041.17 , 5195.86 , 
0.0860241 , 0.186636 , 0.349254 , 0.611839 , 1 , 811.954 , 1338.02 , 2205.84 , 5062.01 , 
0.0480011 , 0.129776 , 0.282622 , 0.554603 , 1 , 637.65 , 1174.8 , 2143.95 , 5837.76 , 
0.0562203 , 0.143884 , 0.291414 , 0.565713 , 1 , 657.564 , 1190.45 , 2108.2 , 5406.02 , 
0.0696171 , 0.166367 , 0.328424 , 0.597408 , 1 , 725.05 , 1273.9 , 2188.73 , 5344.88 , 
0.0628596 , 0.158202 , 0.309225 , 0.578704 , 1 , 611.668 , 1076.7 , 1860.85 , 4569.85 , 
0.0613162 , 0.145404 , 0.294248 , 0.543109 , 1 , 542.22 , 908.996 , 1775.28 , 4175.63 , 
0.0849443 , 0.189194 , 0.3549 , 0.614222 , 1 , 740.049 , 1275.24 , 2112.38 , 4854.94 , 
0.0543111 , 0.13136 , 0.275317 , 0.534627 , 1 , 584.84 , 1045.9 , 1935.63 , 4812.1 , 
0.0645345 , 0.159801 , 0.311222 , 0.583052 , 1 , 631.27 , 1119.01 , 1924.48 , 4660.79 , 
0.0620683 , 0.155059 , 0.31494 , 0.57816 , 1 , 639.606 , 1121.91 , 1945.37 , 4864.67 , 
0.0464389 , 0.120056 , 0.256681 , 0.52171 , 1 , 581.845 , 1092.8 , 2125.49 , 5339.68 , 
