"","aalpha","ggamma","ddelta","bbeta","ssigma","kkappa","psi","chi","rho","mmu1","mmu2","ssigma1","ssigma2","rho12","c","NA","Indic"
"1",0.54,6.09,247.69,6.76,0.33,5.47,9.29,2.42,107,1.85,3.69,2.14,2.52,0.38,3.83,NA,1
